	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
24.06.1997	7758,06	896,340027	986,419983	3761,070068	4596,3	2784,800049		6797,100098	20341,92969	14891		825,330017	12587			1684				412,32		2688,399902	2041,4		
25.06.1997	7689,98	888,98999	979,219971	3819,52002	4640	2867,399902		6913,200195	20679,26953	15065		820,140015	13053			1673				433,12		2705,100098	2023,9		
26.06.1997	7654,25	883,679993	967,340027	3820,159912	4657,9	2893,600098		6934,5	20624,75977	15127		811,830017	12874			1705				421,68		2699,899902	1989,8		
27.06.1997	7687,72	887,299988	963,01001	3809,919922	4640,3	2891		6939,399902	20523,75	15196,79981		809,929993	12758			1815				421,46		2702,399902	1974,4		
30.06.1997	7672,79	885,140015	957,299988	3766,889893	4604,6	2858,300049		6884,600098	20604,96094	15196,79981		809,409973	12568			1857				418,63		2725,899902	1988		
01.07.1997	7722,33	891,030029	953,440002	3834,840088	4728,3	2944		6969,899902	20175,51953	15196,79981		818,400024	13002			1851		758,030029		423,87	4300,859863	2721,199951	1981,3		
02.07.1997	7795,38	904,030029	975,929993	3867,530029	4751,4	2909,5		7095	20196,41992	15196,79981		824,109985	13260			1873		777,289978		447,94	4333,899902	2745,899902	1968,9		
03.07.1997	7895,81	916,919983	986,52002	3939,72998	4831,7	2937		7174,399902	20121,41016	15055,7002		831,440002	13285			1912		775,26001		481,13	4323,459961	2742,899902	1962,4		
04.07.1997	7895,81	916,919983	986,52002	3946,72998	4812,8	2934,5		7174,299805	19968	14823		837,950012	13494			1918		781,700012		495,57	4323,819824	2733,399902	1985,9		
07.07.1997	7858,49	912,200012	991,039978	4003,350098	4810,7	2947,699951		7204,5	19705,16992	14858,59961		841,690002	13502			1953		773,51001		504,55	4291,450195	2713	1998		
08.07.1997	7962,31	918,75	1005,809998	4030,100098	4758,5	2929,800049		7139,100098	19853,89063	14792,2002		846,330017	13617			1911		767,73999		489,92	4306,390137	2679,199951	2007,2		
09.07.1997	7842,43	907,539978	1010,099976	4026,969971	4762,4	2950,600098		7164,700195	19697,16992	14703,7002		846,330017	13617			1951		771,98999		503,97	4404,689941	2696,100098	1983		
10.07.1997	7886,76	913,780029	1010,039978	4000,649902	4767,8	2929,100098		7095,200195	19754,7793	14839,2002		845,619995	13609			1999		767,77002		502,48	4378,370117	2694,399902	1968,3		
11.07.1997	7921,82	916,679993	1015,619995	4074,300049	4799,5	2941,600098		7112,5	19875,49023	15225,29981		850,619995	13153			2027		768,299988		493,34	4321,97998	2699,100098	1967,1		
14.07.1997	7922,98	918,380005	1041,880005	4142,189941	4857,4	2941,600098		7169,399902	20228,7207	15370,90039		836,140015	12698			2043		764,450012		475,54	4225,02002	2673	1954,6		
15.07.1997	7975,71	925,76001	1059,02002	4139,680176	4899,3	2950,699951		7064,100098	20069,41016	15487,2002		807,909973	11617			2036		755,049988		469,7	4221,02002	2637,600098	1937,1		
16.07.1997	8038,88	936,590027	1103,430054	4223,689941	4964,2	2988		7136,100098	20358,74023	15446		826,369995	12640			2009		739,719971		452,85	4183,419922	2646,399902	1917,9		
17.07.1997	8020,77	931,609985	1094,849976	4203,910156	4949	2958,600098		7034,799805	20519,25	15706,29981		815,349976	11728			2006		739,719971		462,37	4193,609863	2669,699951	1920,5		
18.07.1997	7890,46	915,299988	1070,98999	4131,939941	4877,2	2876,699951		6846,200195	20249,32031	15570,40039		802,109985	11182			2010		747,369995		473,12	4124,810059	2684,199951	1924,2		
21.07.1997	7906,72	912,940002	1058,449951	4139,959961	4805,7	2874,100098		6768,299805	20249,32031	15536,29981		790,700012	11292			1955		740,929993		468,66	4154,279785	2653,399902	1950,8		
22.07.1997	8061,65	933,97998	1090,939941	4297,640137	4846,7	2921,100098		6963,200195	20157,01953	15446,79981		813,469971	12235			1953		725,97998		472,19	4186,290039	2656,399902	1950,5		
23.07.1997	8088,36	936,559998	1092,060059	4384,819824	4874,5	3003,5		6958,899902	20130,50977	15738,79981		821,700012	12427			1919		730,580017		492,6	4251,129883	2683,399902	1974,7		
24.07.1997	8116,93	940,299988	1088,180054	4320,52002	4862,9	2973,5		6756,100098	20286,23047	15709,2002		836,119995	12544			1925		739,039978		497,82	4226,370117	2676,399902	1981,3		
25.07.1997	8113,44	938,789978	1085,390015	4368,540039	4851,5	3025,899902		6756,100098	20389,53906	15658,09961		841,190002	12523			1889		733,640015		509,47	4189,810059	2691,199951	1981		
28.07.1997	8121,11	936,450012	1075,180054	4400,299805	4862,6	3022,199951		6817,700195	20575,25977	15666,59961		852,200012	12938			1836		733,919983		516,63	4181,47998	2723,800049	1975		
29.07.1997	8174,53	942,289978	1087,920044	4377,700195	4876,6	3023,600098		6697,100098	20402,74023	15772,09961		849,02002	13044			1850		732,679993		517,54	4217,580078	2731,899902	1977,1		
30.07.1997	8254,89	952,289978	1100,97998	4458,660156	4927,3	3069,300049		6868,299805	20212,82031	15983,2002		847,23999	13019			1903		726,890015		508,12	4244,890137	2735	1966,4		
31.07.1997	8226,61	954,309998	1107,030029	4405,52002	4907,5	3075,699951		6810,899902	20331,42969	16365,7002		850,030029	12872			1953		726,119995		506,45	4305,759766	2735,100098	1967,1		
01.08.1997	8194,04	947,140015	1108,939941	4336,97998	4899,3	3049,5		6730,5	19804,38086	16379,2002		841,080017	12259			1973		731,450012		510,2	4347,319824	2727,5	1955,3		
04.08.1997	8198,45	950,299988	1124,079956	4302,5	4895,7	2992,399902		6625,899902	19668,07031	16259,59961		832,719971	12017			2036		734,190002		518,31	4465,370117	2706	1963,6		
05.08.1997	8187,54	952,369995	1136,410034	4325,859863	4960,6	2984,100098		6664,399902	19514,44922	16371,5		838,710022	11909			2003		740,859985		526,2	4548,02002	2707,600098	1951,7		
06.08.1997	8259,31	960,320007	1141,819946	4364,25	5026,2	3037,100098		6835,100098	19702,07031	16541,59961		857,440002	12523			2034		745,650024		533,86	4523,009766	2707,600098	1958,6		
07.08.1997	8188	951,190002	1135,609985	4428,080078	5086,8	3056,300049		6864,100098	19475,84961	16673,30078		849,880005	12323			2050		745,349976		559,86	4447,060059	2717,699951	1953,2		
08.08.1997	8031,22	933,539978	1115,02002	4342,310059	5031,3	2996,300049		6783,100098	19604,46094	16647,5		850,72998	12129			2040		752,01001		569,23	4397,540039	2711,399902	1943,9		
11.08.1997	8062,11	937	1101,180054	4333,149902	5031,9	2983,399902		6782,200195	18824,17969	16460,5		853,289978	11949			2032		765,070007		554,2	4481,299805	2667,199951	1893,9		
12.08.1997	7960,84	926,530029	1090,780029	4377,509766	5075,8	2998,600098		6817,899902	19099,10938	16383,40039		841,049988	11810			2036		762,02002		557,99	4425,029785	2650,5	1893,5		
13.08.1997	7928,32	922,02002	1099,099976	4237,060059	5003,6	2924		6723,399902	19008,59961	16482,90039		836,940002	11851			2005		762,72998		552,62	4370,129883	2623,600098	1875,4		
14.08.1997	7942,03	924,77002	1103,51001	4195,529785	4991,3	2921,800049		6708,5	19222,61914	16497,69922		840,450012	11905			2016		755,780029		555,23	4320,970215	2627,399902	1891,8		
15.08.1997	7694,66	900,809998	1076,670044	4077,590088	4865,8	2921,800049		6708,5	19326,0293	16096,90039		838,710022	11335			2004		755,780029		563,14	4320,970215	2666,199951	1953,8		
18.08.1997	7803,36	912,48999	1089,550049	4080,550049	4835	2870,100098		6552,200195	19041,09961	16096,90039		838,710022	11338			1952		747,289978		544,69	4320,970215	2618,5	1918,9		
19.08.1997	7918,1	926,01001	1121,180054	4190,450195	4914,2	2936,199951		6674,100098	18961	15477,29981		850,01001	11211			1940		741,289978		536,31	4165,370117	2620,899902	1918,5		
20.08.1997	8021,23	939,349976	1145,069946	4251,930176	4958,4	2979,300049		6779,299805	19252,23047	15855,7002		866,469971	10849			1930		746,22998		527,72	4234,629883	2630,699951	1943,9		
21.08.1997	7893,95	925,049988	1118,719971	4204,810059	4978	2957,199951		6716,200195	19157,11914	15654		862,059998	11180			1975		739,469971		538,46	4156,160156	2649,699951	1946,6		
22.08.1997	7887,91	923,539978	1110,910034	4090,139893	4901,1	2904,199951		6630,399902	18650,16992	15429,79981		843,799988	11158			1966		736,619995		525,25	4047,669922	2620,300049	1945,4		
25.08.1997	7859,57	920,159973	1107,75	4076,75	4901,1	2898,600098		6674,399902	18656,16992	15598,90039		846,909973	11422			1951		741,76001		521,04	4047,669922	2637,100098	1913,6		
26.08.1997	7782,62	913,02002	1093,209961	3993,699951	4886,3	2869,300049		6601	18814,98047	15547,2002		846,52002	11626			1925		734,030029		516,23	4107,240234	2626,300049	1925,2		
27.08.1997	7787,33	913,700012	1091,890015	3992,030029	4906,9	2871,699951		6579	18441,93945	15534		861,849976	11719			1925		730,280029		500	4097,560059	2626,5	1916		
28.08.1997	7694,43	903,669983	1070,569946	3897,429932	4845,4	2828,399902		6556,700195	18451,44922	14876,09961		865,299988	11267			1973		716,859985		495,73	3963,149902	2631,300049	1846,6		
29.08.1997	7622,42	899,469971	1074,050049	3919,790039	4817,5	2770,5		6532,299805	18229,41992	14135,2002		832,929993	10609			1980		704,27002		474,8	3876,080078	2593	1805,6		
01.09.1997	7622,42	899,469971	1074,050049	4001,810059	4870,2	2805,800049		6599,100098	17974,30078	13425,7002		810,049988	10109			1978		682,200012		453,22	3943,669922	2590,800049	1786,4		
02.09.1997	7879,78	927,580017	1102,75	4127,279785	4952,2	2921,199951		6702,399902	18232,51953	13735,29981		826,830017	11063			2020		688,780029		471,78	3950,030029	2581,899902	1796,2		
03.09.1997	7894,64	927,859985	1100,439941	4062,129883	4976,9	2918		6692,299805	18735,16992	14714		834,179993	11119			2054		688,630005		501,79	3965,389893	2619	1820,2		
04.09.1997	7867,24	930,869995	1105,819946	4093,429932	4991,3	2927		6694,399902	18615,06055	14199,2002		831,820007	11431			2104		687,98999		487,78	4007,040039	2608,5	1826,6		
05.09.1997	7822,41	929,049988	1111,150024	4073,709961	4994,2	2924,5		6759,5	18650,16992	14563,59961		831,969971	11838			2124		700,919983		488,46	4032,350098	2626	1884,1		
08.09.1997	7835,18	931,200012	1117,819946	4131,259766	4985,2	2940,899902		6796,100098	18633,85938	14806,5		832,159973	11685			2198		697,97998		497,53	4087,300049	2656,199951	1891,9		
09.09.1997	7851,91	933,619995	1126,72998	4104,569824	4950,5	2919,699951		6783,799805	18695,9707	14996,7002		831,590027	11735			2235		688,969971		505,84	4031,550049	2674,5	1919,9		
10.09.1997	7719,28	919,030029	1102,949951	4028	4905,2	2874,600098		6745,700195	18704,76953	14805,40039		808,26001	11361			2259		691,619995		504,77	4045,610107	2666,5	1944,6		
11.09.1997	7660,98	912,590027	1105,060059	3890,23999	4854,8	2843,600098		6695	18282,23047	14308,29981		796,849976	11094			2293		695,369995		489,44	4010,070068	2665,800049	1927,7		
12.09.1997	7742,97	923,909973	1106,069946	3796,610107	4848,2	2834,100098		6671,5	17965,80078	14470,5		815,869995	11292			2307		699,330017		483,75	3995,939941	2640	1936		
15.09.1997	7721,14	919,77002	1080,290039	3869,530029	4902,9	2898,600098		6778,600098	17965,80078	14630,7002		800,900024	10865			2305		699,73999		486,9	4018,419922	2662,899902	1932,1		
16.09.1997	7895,92	945,640015	1116,52002	3995,689941	4976,4	2940,600098		6879,899902	17974,5	14411,2002		820,619995	11204			2359		699,73999		490,47	4012,590088	2651,800049	1920,6		
17.09.1997	7886,44	943	1108,630005	3970,439941	5013,1	2944		6884,299805	17683,26953	14411,2002		821,580017	11524			2410		699,73999		494,48	3928,330078	2679,300049	1910,2		
18.09.1997	7922,72	947,289978	1109,290039	4004,040039	5046,2	2978,399902		6965,5	17930,08984	14419,5		820,840027	11714			2413		701,390015		489,69	3884,77002	2696,300049	1896,1		
19.09.1997	7917,27	950,51001	1118,680054	3983,060059	5023,8	2977,199951		6975,600098	18058,21094	14384,09961		812,320007	11650			2390		689,159973		492,89	3825,120117	2730,399902	1894,7		
22.09.1997	7996,83	955,429993	1123,650024	4096,850098	5075,7	3017,5		7117	18201,32031	14108,09961		807,789978	11712			2402		668,450012	100	496,4	3770,98999	2764,899902	1908,2		
23.09.1997	7970,06	951,929993	1135,040039	4091,77002	5027,5	2997,199951		7102,899902	18201,32031	14094,40039		809,210022	11516			2413		654,369995	100,67	501,26	3822,419922	2776,899902	1916,1		
24.09.1997	7906,71	944,47998	1115,880005	4150,950195	5077,2	3023,699951		7198,700195	18420,08008	14205,40039		817,309998	11482			2487		655,75	99,94	496,92	3825,909912	2768,899902	1900,5		
25.09.1997	7848,01	937,909973	1106,47998	4104,930176	5065,5	3005,399902		7125,399902	18341,96094	14636,59961		818,190002	11385			2555		647	99,46	495,15	3887,560059	2779,199951	1921,1		
26.09.1997	7922,18	945,219971	1106,819946	4135,089844	5226,3	2985,600098		7205,899902	17994,71094	14710,90039		825,909973	11534			2592		638,26001	98,87	491,42	3925,23999	2775,600098	1922,9		
29.09.1997	7991,43	953,340027	1118,77002	4116,52002	5220,3	2989		7219,5	17987,21094	14864,40039		825,710022	11614			2644		625,070007	99,14	492,86	3912,830078	2774,600098	1934,8		
30.09.1997	7945,26	947,280029	1097,160034	4154,890137	5244,2	3008,300049		7269,700195	17887,71094	15049,29981		822,469971	11797			2593		647,109985	100,16	498,42	3902,030029	2766,899902	1954,7		
01.10.1997	8015,5	955,409973	1102,060059	4262,97998	5317,1	3054,899902		7331,899902	17842,16016	15049,29981		832,340027	12173			2584		644,919983	101,21	503,96	3905,51001	2779,199951	1941,7		
02.10.1997	8027,53	960,460022	1112,839966	4266,169922	5296,1	3052,100098		7250,799805	17455,03906	15049,29981		834,630005	12397			2697		636,650024	105,8	525,73	3905,51001	2778,100098	1927,6		
03.10.1997	8038,58	965,030029	1124,439941	4266,169922	5330,8	3094		7239,100098	17647,44922	15128		834,090027	12541			2752		636,650024	110,73	552,14	3847,72998	2763,100098	1902		
06.10.1997	8100,22	972,690002	1125,930054	4326,350098	5300	3078		7089,700195	17824,7793	14776,79981		837,599976	12688			2849		644,210022	115,03	571,66	3857,340088	2769,699951	1880,6		
07.10.1997	8178,31	983,119995	1140,73999	4311,129883	5305,6	3064,399902		7120,899902	17511,18945	14810,79981		842,929993	12481			2854		630,030029	112,67	559,51	3909,459961	2754,300049	1880,3		
08.10.1997	8095,06	973,840027	1145,339966	4267,399902	5262,1	3024,100098		6986,399902	17619,17969	14838,5		830,51001	12433			2939		610,440002	112,22	552,88	3930,22998	2768,399902	1882		
09.10.1997	8061,42	970,619995	1148,209961	4179,919922	5217,8	2960,699951		6772,100098	17376,91992	14273,09961		834,039978	12684			2954		609,359985	107,89	533,62	3979,959961	2722,199951	1861,5		
10.10.1997	8045,21	966,97998	1137,77002	4164,620117	5227,3	2955,100098		6826,200195	17376,91992	14273,09961		825,23999	12737			2943		609,840027	106,56	527,78	4057,370117	2694,5	1901,2		
13.10.1997	8072,22	968,099976	1140,47998	4225,27002	5300,1	3002,899902		6863,100098	17204,69922	14072,90039		821,190002	12698			3048		613	108,54	535,65	4066,050049	2663,300049	1877,7		
14.10.1997	8096,29	970,280029	1131,430054	4215,22998	5298,9	3002,5		6830,600098	17306,39063	13836,59961		826,929993	12895			3212		620,679993	111,44	544,89	4012,399902	2662	1878,3		
15.10.1997	8057,98	965,719971	1119,069946	4168,620117	5263,7	2992,199951		6754,899902	17331,36914	13384,2002		832,940002	12830			3223		604,73999	109,65	539,56	4034,550049	2653,699951	1855		
16.10.1997	7938,88	955,25	1099,380005	4149,919922	5287,9	2992,899902		6766,100098	17707,49023	13567,29981		829,27002	12578			3258		579,25	109,68	537,07	4077,050049	2653	1804,2		
17.10.1997	7847,03	944,159973	1075,119995	4049,159912	5271,1	2958		6664,200195	17478,41992	13601		821,599976	12488			3451		585,48999	107,9	532,9	4106,259766	2645,899902	1827,4		
20.10.1997	7921,44	955,609985	1088,25	4069,25	5211	2946,699951		6678,799805	17294,50977	12970,90039		843,400024	12704			3416		565,640015	107,46	526,61	4154,839844	2639,399902	1794,9		
21.10.1997	8060,44	972,280029	1110,550049	4172,470215	5225,9	2989,899902		6854,200195	17210,08984	12403,09961		857,619995	13016			3442		566,849976	109,39	538,01	4116,990234	2650,699951	1771,2		
22.10.1997	8034,65	968,48999	1098,709961	4124,859863	5148,8	2958,100098		6826,700195	17687,60938	11637,79981		862,590027	12956			3497		601,320007	111,19	550,44	4082,699951	2682,899902	1731,7		
23.10.1997	7847,77	950,690002	1074,650024	3976,379883	4991,5	2856,899902		6657	17151,55078	10426,29981		820,460022	11899			3543		604,059998	106,82	528,5	4009,77002	2614,899902	1649,9		
24.10.1997	7715,41	941,640015	1057,339966	3981,439941	4970,2	2849		6604,799805	17363,74023	11144,29981		786,210022	11545			3512		570,909973	105,33	518,29	3957,459961	2561,300049	1617,8		
27.10.1997	7161,15	876,98999	978,130005	3871,389893	4840,7	2769,600098		6313,899902	17038,35938	10498,2002		678,289978	9817			3119		530,469971	99,65	485,16	3934,330078	2299,199951	1619,9		
28.10.1997	7498,32	921,849976	1046,869995	3645,689941	4755,4	2651,300049		6049,899902	16312,69043	9059,900391		719,530029	10447			2824		495,279999	78,91	392,86	3934,330078	2443	1497		
29.10.1997	7506,67	919,159973	1029,76001	3806,659912	4871,8	2818		6392	16857,03906	10765,29981		694,599976	9818			2824		506,640015	94,73	454,34	3934,330078	2436,100098	1541,4		
30.10.1997	7381,62	903,679993	1000,700012	3748,879883	4801,9	2739,5		6463,399902	16364,94043	10362,90039		631,25	8855			2717		485,079987	85,27	427,2	3803,23999	2464,800049	1541,4		
31.10.1997	7442,08	914,619995	1019,619995	3753,659912	4842,3	2739,300049		6380,399902	16458,93945	10623,79981		660,23999	8986			2846		470,790009	86,46	422,26	3803,23999	2464,800049	1586,1		
03.11.1997	7674,39	938,98999	1050,719971	3847,72998	4906,4	2788		6445,299805	16458,93945	11255,09961		686,659973	9858			2846		511,660004	89,34	440,82	3790,820068	2551,600098	1704		
04.11.1997	7689,13	940,76001	1047,619995	3784,800049	4897,4	2774,899902		6451	16500,09961	10780,79981		706,090027	10254			2972		542,130005	89,34	441,61	3805,949951	2545,800049	1713,8		
05.11.1997	7692,57	942,76001	1046,920044	3841,389893	4908,3	2822,399902		6515,100098	16448,05078	10681,79981		681,119995	9988			3168		555,73999	88,85	440,97	3778,22998	2571	1700		
06.11.1997	7683,24	938,030029	1034,170044	3813,879883	4863,8	2781,800049		6481,299805	16533,86914	10412,59961		686,109985	9435			3163		553,869995	88,6	438,34	3763,959961	2513,399902	1690,5		
07.11.1997	7581,32	927,51001	1028,319946	3715,379883	4764,4	2707,100098		6317,5	15836,36035	10104,5		651,179993	8833			2958		515,630005	88,6	438,34	3747,320068	2513,399902	1671,3		
10.11.1997	7552,59	921,130005	1011,539978	3728,370117	4806,8	2707,100098		6278	15697,2002	9992,799805		614,119995	9006			2983		525,320007	81,77	402,1	3721,050049	2524	1663,7		
11.11.1997	7558,73	923,780029	1010,960022	3734,790039	4793,7	2707,100098		6221	15867,23047	10004,09961		605,969971	8711			2918		522,109985	77,2	385,69	3723,399902	2510,899902	1684,1		
12.11.1997	7401,32	905,960022	980,119995	3697,47998	4720,4	2694,5		6151,100098	15434,16992	9607,900391		576,320007	7822			2801		517,48999	71,19	350,01	3633,179932	2504	1685,8		
13.11.1997	7487,76	916,659973	1005,25	3701,939941	4711	2700,699951		6239,299805	15427,26953	9720,799805		593,26001	8072			2694		519,469971	68,23	344,8	3554,100098	2479,100098	1690,7		
14.11.1997	7572,48	928,349976	1027,849976	3676,649902	4741,8	2698,899902		6299,299805	15082,51953	9957,299805		606,27002	8732			2692		520,01001	67,42	342,07	3569,77002	2479,100098	1700,3		
17.11.1997	7698,22	946,200012	1049,699951	3816,709961	4867	2773		6512,5	16283,32031	10419,79981		609,780029	9083			2890		496,980011	68,06	339,39	3578,100098	2468,300049	1698,7		
18.11.1997	7650,82	938,22998	1036,310059	3844,139893	4845,4	2782,600098		6537,100098	16726,57031	10245,2002		598,5	9028			2962		494,660004	72,18	360,31	3518,899902	2442,300049	1689		
19.11.1997	7724,74	944,590027	1039,119995	3876,899902	4830,1	2790,600098		6557,799805	15842,45996	10154,40039		620,880005	9332			2915		502,589996	70,51	352,1	3454,649902	2435,699951	1681		
20.11.1997	7826,61	958,97998	1062,48999	3931,810059	4908,4	2821,199951		6766,399902	16308,49023	10050,7002		630,280029	9189			2969		488,410004	72,58	360,73	3466,860107	2482,699951	1641		
21.11.1997	7881,07	963,090027	1056,589966	3941,909912	4985,8	2861,699951		6825,700195	16721,58008	10548,2002		649,900024	9422			3077		506,070007	77,52	382,59	3523,439941	2482,699951	1642,4		
24.11.1997	7767,92	946,669983	1030,219971	3832,100098	4898,6	2802,5		6670,299805	16721,58008	10586,40039		622,140015	9070			2787		450,640015	74,01	368,47	3403,070068	2454,399902	1681,9		
25.11.1997	7808,95	950,820007	1038,060059	3850,139893	4863,5	2786,300049		6741,299805	15867,53027	10325,59961		633,25	9151			2842		439,589996	69,49	347,04	3479,889893	2463,100098	1646,4		
26.11.1997	7794,78	951,640015	1044,23999	3926,929932	4891,2	2811,699951		6856,399902	16045,54981	10590,09961		648,530029	9373			2902		438,700012	72,65	356,81	3535,52002	2462,300049	1653,6		
27.11.1997	7794,78	951,640015	1044,23999	3961,969971	4889	2829		6919,600098	16603,19922	10583,09961		659,039978	9619			2904		433,100006	70,2	340,03	3628,070068	2465,100098	1653,6		
28.11.1997	7823,13	955,400024	1050,51001	3972,080078	4831,8	2854,399902		6932,100098	16636,25977	10526,90039		655,599976	9395			2879		411,910004	67,94	328,49	3560,290039	2465,100098	1660,6		
01.12.1997	8013,11	974,77002	1079,22998	4125,919922	4921,8	2918,5		7136	17007,58984	10750,90039		680,289978	9648			2814		393,160004	66,66	322,91	3569,649902	2524,800049	1694,2		
02.12.1997	8018,83	971,679993	1052,069946	4096,399902	4977,6	2913,100098		7136,600098	16910,28906	11216,40039		688,900024	9964			2923		376,869995	66,7	320,38	3553,47998	2562,399902	1697,3		
03.12.1997	8032,01	976,77002	1061,619995	4074,550049	4970,7	2902,399902		7092,5	16585,50977	11207,59961		705,359985	9992			2998		379,309998	70,05	340,22	3562,370117	2552,5	1696,3		
04.12.1997	8050,16	973,099976	1052,76001	4159,720215	5082,3	2914,5		7188	16306,79004	11474,90039		712,580017	10046			3053		405,809998	74,84	361,79	3527,100098	2557,199951	1700,2		
05.12.1997	8149,13	983,789978	1070,27002	4191,810059	5142,9	2910,100098		7197	16424,48047	11527,59961		723,77002	10080			2968		434,119995	79,16	382,42	3469,080078	2557,199951	1713,8		
08.12.1997	8110,84	982,369995	1082,920044	4208,140137	5187,4	2932,5		7197	16131,57031	11722,90039		723,77002	10079			2857		414,829987	80,27	388,13	3468,189941	2582,800049	1753,6		
09.12.1997	8049,66	975,780029	1050,670044	4187,129883	5177,1	2959,399902		7261	16686,50977	11490,7002		703,780029	9840			2925		388	80,89	387,34	3391,590088	2554,699951	1734,2		
10.12.1997	7978,79	969,789978	1033,209961	4116,700195	5130,7	2932,199951		7158,5	16478,11914	11022,40039		672,77002	9462			2940		399,850006	76,88	369,16	3347,330078	2516,800049	1703,5		
11.12.1997	7848,99	954,940002	1001,880005	4016,699951	5035,9	2828,5		7003,200195	16050,15039	10420,2002		662,929993	9109			2867		377,369995	71,06	339,25	3329,139893	2494	1664,3		
12.12.1997	7838,3	953,390015	978,48999	4061,909912	5045,2	2830,300049		7059,700195	15904,29981	10614,7002		653,289978	9147			2843		350,679993	71,06	339,25	3329,27002	2494	1633		
15.12.1997	7922,59	963,390015	984,380005	4029,080078	5121,8	2838,300049		7123,600098	15909,38965	10435,2002		673,179993	9551			2970		385,799988	76,13	361,24	3367,560059	2514,100098	1600,6		
16.12.1997	7976,31	968,039978	997,309998	4150,310059	5203,4	2912,199951		7250,899902	15985,20996	10346,40039		674,679993	9743			2953		404,26001	79,05	373,91	3424,870117	2562,100098	1561,8		
17.12.1997	7957,41	965,539978	983,630005	4154,569824	5190,8	2893,300049		7243,399902	16541,06055	10692,7002		669,059998	9854			3007		418,48999	81,59	383,6	3487,02002	2563,100098	1569,5		
18.12.1997	7846,5	955,299988	966,77002	4162,919922	5168,3	2894,5		7224,299805	16161,63965	10754,09961		655,799988	9483			3058		418,48999	80,16	379,86	3472,350098	2528,100098	1591,4		
19.12.1997	7756,29	946,780029	969,900024	4055,350098	5020,2	2822,899902		7045,700195	15314,88965	10405,79981		645,309998	9139			3145		397,019989	76,39	354,41	3540,189941	2528,100098	1572,6		
22.12.1997	7819,31	953,700012	975,669983	4125,540039	5018,2	2869,699951		7062,600098	14799,40039	10172,5		648,450012	9494			3177		396,059998	76,75	355,91	3616,340088	2558,899902	1541,7		
23.12.1997	7691,77	939,130005	949,570007	4132,790039	5049,8	2858,100098		7070,200195	14799,40039	10368,09961		642,640015	9554			3175		366,359985	79,47	371,85	3641,110107	2554,699951	1536,3		
24.12.1997	7660,13	932,700012	938,98999	4132,790039	5013,9	2874,100098		7070,200195	14924,98047	10342,40039		641,23999	9554			3187		351,450012	78,72	370,41	3607,689941	2554,699951	1573		
25.12.1997	7660,13	932,700012	938,98999	4132,790039	5013,9	2874,100098		7070,200195	15300,09961	10342,40039		641,23999	9554			3187		351,450012	79,91	378,92	3607,689941	2554,699951	1573		
26.12.1997	7679,31	936,460022	954,070007	4132,790039	5013,9	2875,100098		7049,799805	14802,59961	10342,40039		644,340027	9707			3183		375,149994	80,98	380,11	3633,379883	2554,699951	1552,5		
29.12.1997	7792,41	953,349976	978,530029	4266,02002	5112,4	2939,5		7277,399902	14775,21973	10503		668,840027	10052			3335		376,309998	83,2	389,02	3706,790039	2601,399902	1517,9		
30.12.1997	7915,97	970,840027	998,460022	4224,299805	5132,4	2975,5		7335,100098	15258,74023	10755,2002		687,5	10197			3459		376,309998	85,05	396,41	3637,709961	2616,5	1514,8		
31.12.1997	7908,25	970,429993	990,830017	4224,299805	5135,5	2998,899902	24402	7255,399902	15258,74023	10722,79981		687,5	10197			3451		376,309998	85,05	396,86	3658,97998	2616,5	1529,8		
01.01.1998	7908,25	970,429993	990,830017	4224,299805	5135,5	2998,899902	24402	7255,399902	15258,74023	10722,79981		687,5	10197			3451		376,309998	85,05	396,86	3694,620117	2609,100098	1529,8		
02.01.1998	7965,04	975,039978	1008,22998	4364,319824	5193,5	3038,699951	24914	7451,399902	15258,74023	10680,59961		694,01001	10480			3451		376,309998	85,05	396,86	3719,850098	2609,100098	1518,2		
05.01.1998	7972,99	977,070007	1017,419983	4416,950195	5262,5	3072,800049	25734	7591,799805	14956,83984	10303,5		694,01001	10607			3711		396,48999	85,05	411,61	3739,209961	2685,300049	1496		
06.01.1998	7906,25	966,580017	1006,289978	4360,049805	5264,4	3037,699951	25734	7591,799805	14896,40039	10135,5		650,369995	10185			3651,959961		406,339996	88,97	410,04	3719,620117	2646,899902	1439,1		
07.01.1998	7902,27	964	991,190002	4339,97998	5224,1	3006,699951	25961	7549	15028,16992	9538,599609		647,929993	9879			3682		409,420013	88,97	410,04	3683,310059	2650,699951	1368,1		
08.01.1998	7802,62	956,049988	994,549988	4293,640137	5237,1	2954,899902	25675	7482,200195	15019,17969	9254,5		626,919983	9658			3590		423,959991	83,56	382,06	3598,159912	2603,100098	1270,7		
09.01.1998	7580,42	927,690002	956,190002	4237,75	5138,3	2919,800049	25773	7455,299805	14995,09961	8894,599609		590,169983	9118			3587		414	81,26	372,46	3530,199951	2603,100098	1176,4		
12.01.1998	7647,18	939,210022	971,169983	4134,640137	5068,8	2862,5	25731	7390,5	14664,44043	8121,100098		579,809998	9227			3199		456,200012	70,61	319,02	3395,040039	2565,300049	1073,5		
