	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
03.01.1950	198,89	16,66																							
04.01.1950	200,2	16,85																							
05.01.1950	200,57	16,93																							
06.01.1950	200,96	16,98																							
09.01.1950	201,98	17,08																							
10.01.1950	201,17	17,030001																							
11.01.1950	201,61	17,09																							
12.01.1950	197,93	16,76																							
13.01.1950	196,81	16,67																							
16.01.1950	197,17	16,719999																							
17.01.1950	198,78	16,860001																							
18.01.1950	199,5	16,85																							
19.01.1950	199,8	16,870001																							
20.01.1950	200,13	16,9																							
23.01.1950	200,42	16,92																							
24.01.1950	199,62	16,860001																							
25.01.1950	198,39	16,74																							
26.01.1950	198,53	16,73																							
27.01.1950	199,08	16,82																							
30.01.1950	201,39	17,02																							
31.01.1950	201,79	17,049999																							
01.02.1950	201,89	17,049999																							
02.02.1950	204,11	17,23																							
03.02.1950	204,53	17,290001																							
06.02.1950	204,59	17,32																							
07.02.1950	203,53	17,23																							
08.02.1950	202,71	17,209999																							
09.02.1950	203,8	17,280001																							
10.02.1950	203,49	17,24																							
13.02.1950	203,49	17,24																							
14.02.1950	202,02	17,059999																							
15.02.1950	201,93	17,059999																							
16.02.1950	201,69	16,99																							
17.02.1950	203,17	17,15																							
20.02.1950	203,47	17,200001																							
21.02.1950	203,35	17,17																							
22.02.1950	203,35	17,17																							
23.02.1950	203,32	17,209999																							
24.02.1950	204,15	17,280001																							
27.02.1950	204,33	17,280001																							
28.02.1950	203,44	17,219999																							
01.03.1950	203,62	17,24																							
02.03.1950	203,54	17,23																							
03.03.1950	204,48	17,290001																							
06.03.1950	204,88	17,32																							
07.03.1950	203,69	17,200001																							
08.03.1950	203,71	17,190001																							
09.03.1950	202,33	17,07																							
10.03.1950	202,44	17,09																							
13.03.1950	203,09	17,120001																							
14.03.1950	204,7	17,25																							
15.03.1950	207,46	17,450001																							
16.03.1950	207,89	17,49																							
17.03.1950	207,57	17,450001																							
20.03.1950	207,78	17,440001																							
21.03.1950	208,27	17,450001																							
22.03.1950	209,31	17,549999																							
23.03.1950	209,62	17,559999																							
24.03.1950	209,78	17,559999																							
27.03.1950	209,1	17,459999																							
28.03.1950	209,5	17,530001																							
29.03.1950	208,4	17,440001																							
30.03.1950	206,43	17,299999																							
31.03.1950	206,05	17,290001																							
03.04.1950	208,44	17,530001																							
04.04.1950	209,05	17,549999																							
05.04.1950	210,34	17,629999																							
06.04.1950	212,1	17,780001																							
07.04.1950	212,1	17,780001																							
10.04.1950	212,29	17,85																							
11.04.1950	211,47	17,75																							
12.04.1950	213,94	17,940001																							
13.04.1950	214,13	17,98																							
14.04.1950	215,31	17,959999																							
17.04.1950	214,41	17,879999																							
18.04.1950	215,05	18,030001																							
19.04.1950	215,21	18,049999																							
20.04.1950	213,72	17,93																							
21.04.1950	214,14	17,959999																							
24.04.1950	212,58	17,83																							
25.04.1950	212,55	17,83																							
26.04.1950	211,72	17,76																							
27.04.1950	212,44	17,860001																							
28.04.1950	213,56	17,959999																							
01.05.1950	215,81	18,219999																							
02.05.1950	214,87	18,110001																							
03.05.1950	216,26	18,27																							
04.05.1950	214,87	18,120001																							
05.05.1950	215,72	18,219999																							
08.05.1950	216,71	18,27																							
09.05.1950	217,4	18,27																							
10.05.1950	218,64	18,290001																							
11.05.1950	218,72	18,290001																							
12.05.1950	217,61	18,18																							
15.05.1950	218,04	18,26																							
16.05.1950	219,7	18,440001																							
17.05.1950	220,6	18,52																							
18.05.1950	220,63	18,559999																							
19.05.1950	222,11	18,68																							
22.05.1950	221,55	18,6																							
23.05.1950	222,47	18,709999																							
24.05.1950	222,57	18,690001																							
25.05.1950	222,44	18,690001																							
26.05.1950	221,93	18,67																							
29.05.1950	222,47	18,719999																							
30.05.1950	222,47	18,719999																							
31.05.1950	223,42	18,780001																							
01.06.1950	223,23	18,77																							
02.06.1950	223,71	18,790001																							
05.06.1950	221,76	18,6																							
06.06.1950	223,46	18,879999																							
07.06.1950	223,68	18,93																							
08.06.1950	225,52	19,139999																							
09.06.1950	226,86	19,26																							
12.06.1950	228,38	19,4																							
13.06.1950	226,44	19,25																							
14.06.1950	223,32	18,98																							
15.06.1950	222,46	18,93																							
16.06.1950	222,71	18,969999																							
19.06.1950	222,09	18,92																							
20.06.1950	220,72	18,83																							
21.06.1950	222,53	19																							
22.06.1950	224,51	19,16																							
23.06.1950	224,35	19,139999																							
26.06.1950	213,91	18,110001																							
27.06.1950	212,22	17,91																							
28.06.1950	214,68	18,110001																							
29.06.1950	206,72	17,440001																							
30.06.1950	209,11	17,690001																							
03.07.1950	208,35	17,639999																							
04.07.1950	208,35	17,639999																							
05.07.1950	210,03	17,809999																							
06.07.1950	210,85	17,91																							
07.07.1950	208,59	17,67																							
10.07.1950	208,09	17,59																							
11.07.1950	204,6	17,32																							
12.07.1950	199,09	16,870001																							
13.07.1950	197,46	16,690001																							
14.07.1950	199,83	16,870001																							
17.07.1950	197,63	16,68																							
18.07.1950	201,88	17,059999																							
19.07.1950	205,13	17,360001																							
20.07.1950	207,73	17,610001																							
21.07.1950	207,65	17,59																							
24.07.1950	206,95	17,48																							
25.07.1950	203,83	17,23																							
26.07.1950	204,39	17,27																							
27.07.1950	206,37	17,5																							
28.07.1950	208,21	17,690001																							
31.07.1950	209,4	17,84																							
01.08.1950	211,87	18,02																							
02.08.1950	211,26	17,950001																							
03.08.1950	211,26	17,99																							
04.08.1950	212,66	18,139999																							
07.08.1950	215,82	18,41																							
08.08.1950	215,44	18,459999																							
09.08.1950	216,97	18,610001																							
10.08.1950	216,64	18,48																							
11.08.1950	215,03	18,280001																							
14.08.1950	215,31	18,290001																							
15.08.1950	215,31	18,32																							
16.08.1950	215,78	18,34																							
17.08.1950	217,76	18,540001																							
18.08.1950	219,23	18,68																							
21.08.1950	220,21	18,700001																							
22.08.1950	219,79	18,68																							
23.08.1950	221,51	18,82																							
24.08.1950	221,13	18,790001																							
25.08.1950	218,1	18,540001																							
28.08.1950	218,55	18,530001																							
29.08.1950	218,29	18,540001																							
30.08.1950	217,05	18,43																							
31.08.1950	216,87	18,42																							
01.09.1950	218,42	18,549999																							
04.09.1950	218,42	18,549999																							
05.09.1950	220,02	18,68																							
06.09.1950	218,2	18,540001																							
07.09.1950	218,33	18,59																							
08.09.1950	220,03	18,75																							
11.09.1950	218,1	18,610001																							
12.09.1950	220,81	18,870001																							
13.09.1950	223,42	19,09																							
14.09.1950	224,48	19,18																							
15.09.1950	225,85	19,290001																							
18.09.1950	226,78	19,370001																							
19.09.1950	225,78	19,309999																							
20.09.1950	224,33	19,209999																							
21.09.1950	226,01	19,370001																							
22.09.1950	226,64	19,440001																							
25.09.1950	226,06	19,42																							
26.09.1950	222,84	19,139999																							
27.09.1950	225,74	19,41																							
28.09.1950	225,93	19,42																							
29.09.1950	226,36	19,450001																							
02.10.1950	228,94	19,690001																							
03.10.1950	228,89	19,66																							
04.10.1950	231,15	20																							
05.10.1950	229,85	19,889999																							
06.10.1950	231,74	20,120001																							
09.10.1950	230,02	20																							
10.10.1950	227,6	19,780001																							
11.10.1950	228,97	19,860001																							
12.10.1950	228,97	19,860001																							
13.10.1950	228,54	19,85																							
16.10.1950	227,5	19,709999																							
17.10.1950	229,22	19,889999																							
18.10.1950	230,6	20,01																							
19.10.1950	230,83	20,02																							
20.10.1950	230,33	19,959999																							
23.10.1950	230,62	19,959999																							
24.10.1950	231,39	20,08																							
25.10.1950	231,49	20,049999																							
26.10.1950	226,65	19,610001																							
27.10.1950	228,28	19,77																							
30.10.1950	226,42	19,610001																							
31.10.1950	225,01	19,530001																							
01.11.1950	225,69	19,559999																							
02.11.1950	227,25	19,73																							
03.11.1950	228,1	19,85																							
06.11.1950	222,52	19,360001																							
07.11.1950	222,52	19,360001																							
08.11.1950	224,25	19,559999																							
09.11.1950	227,17	19,790001																							
10.11.1950	229,29	19,940001																							
13.11.1950	229,44	20,01																							
14.11.1950	229,54	19,860001																							
15.11.1950	229,52	19,82																							
16.11.1950	228,94	19,719999																							
17.11.1950	230,27	19,860001																							
20.11.1950	231,53	19,93																							
21.11.1950	231,16	19,879999																							
22.11.1950	233,81	20,16																							
23.11.1950	233,81	20,16																							
24.11.1950	235,47	20,32																							
27.11.1950	234,96	20,18																							
28.11.1950	228,61	19,559999																							
29.11.1950	226,42	19,370001																							
30.11.1950	227,6	19,51																							
01.12.1950	228,89	19,66																							
04.12.1950	222,33	19																							
05.12.1950	225,44	19,309999																							
06.12.1950	226,16	19,450001																							
07.12.1950	225,94	19,4																							
08.12.1950	226,74	19,4																							
11.12.1950	229,19	19,719999																							
12.12.1950	229,27	19,68																							
13.12.1950	228,82	19,67																							
14.12.1950	225,89	19,43																							
15.12.1950	224,7	19,33																							
18.12.1950	231,01	19,85																							
19.12.1950	231,54	19,959999																							
20.12.1950	231,2	19,969999																							
21.12.1950	230,43	19,98																							
22.12.1950	231,54	20,07																							
25.12.1950	231,54	20,07																							
26.12.1950	229,65	19,92																							
27.12.1950	234,21	20,299999																							
28.12.1950	235,34	20,379999																							
29.12.1950	235,42	20,43																							
01.01.1951	235,42	20,43																							
02.01.1951	239,92	20,77																							
03.01.1951	238,99	20,690001																							
04.01.1951	240,86	20,870001																							
05.01.1951	240,96	20,870001																							
08.01.1951	242,29	21																							
09.01.1951	243,5	21,120001																							
10.01.1951	240,4	20,85																							
11.01.1951	244,72	21,190001																							
12.01.1951	243,81	21,110001																							
15.01.1951	245,02	21,299999																							
16.01.1951	246,65	21,459999																							
17.01.1951	248,01	21,549999																							
18.01.1951	247,39	21,4																							
19.01.1951	246,76	21,360001																							
22.01.1951	244,33	21,18																							
23.01.1951	245,3	21,26																							
24.01.1951	244,36	21,16																							
25.01.1951	242,22	21,030001																							
26.01.1951	244,51	21,26																							
29.01.1951	248,64	21,67																							
30.01.1951	249,58	21,74																							
31.01.1951	248,83	21,66																							
01.02.1951	250,76	21,77																							
02.02.1951	252,78	21,959999																							
05.02.1951	255,17	22,200001																							
06.02.1951	254,62	22,120001																							
07.02.1951	252,7	21,99																							
08.02.1951	253,34	22,09																							
09.02.1951	254,24	22,17																							
12.02.1951	254,24	22,17																							
13.02.1951	255,71	22,18																							
14.02.1951	255,1	22,120001																							
15.02.1951	253,61	22																							
16.02.1951	254,9	22,129999																							
19.02.1951	251,67	21,83																							
20.02.1951	251,12	21,790001																							
21.02.1951	252,28	21,860001																							
22.02.1951	252,28	21,860001																							
23.02.1951	252,18	21,92																							
26.02.1951	253,18	21,93																							
27.02.1951	251,34	21,76																							
28.02.1951	252,05	21,799999																							
01.03.1951	252,8	21,85																							
02.03.1951	253,61	21,93																							
05.03.1951	251,82	21,790001																							
06.03.1951	251,55	21,790001																							
07.03.1951	252,45	21,860001																							
08.03.1951	252,81	21,950001																							
09.03.1951	252,75	21,950001																							
12.03.1951	249,89	21,700001																							
13.03.1951	245,88	21,41																							
14.03.1951	243,95	21,25																							
15.03.1951	244,85	21,290001																							
16.03.1951	248,62	21,639999																							
19.03.1951	248,08	21,559999																							
20.03.1951	247,87	21,52																							
21.03.1951	249,37	21,639999																							
22.03.1951	250,52	21,73																							
23.03.1951	250,52	21,73																							
26.03.1951	249,13	21,530001																							
27.03.1951	248,74	21,51																							
28.03.1951	246,19	21,26																							
29.03.1951	246,9	21,33																							
30.03.1951	248,53	21,48																							
02.04.1951	246,63	21,32																							
03.04.1951	246,02	21,26																							
04.04.1951	247,31	21,4																							
05.04.1951	250,32	21,690001																							
06.04.1951	250,83	21,719999																							
09.04.1951	250,57	21,68																							
10.04.1951	250,42	21,65																							
11.04.1951	249,76	21,639999																							
12.04.1951	251,66	21,83																							
13.04.1951	254,75	22,09																							
16.04.1951	254,85	22,040001																							
17.04.1951	255,34	22,09																							
18.04.1951	256,01	22,129999																							
19.04.1951	254,92	22,040001																							
20.04.1951	254,82	22,040001																							
23.04.1951	255,12	22,049999																							
24.04.1951	254,19	21,959999																							
25.04.1951	254,75	21,969999																							
26.04.1951	257,13	22,16																							
27.04.1951	258,96	22,389999																							
30.04.1951	259,13	22,43																							
01.05.1951	260,71	22,530001																							
02.05.1951	261,27	22,620001																							
03.05.1951	263,13	22,809999																							
04.05.1951	262,77	22,77																							
07.05.1951	261,23	22,629999																							
08.05.1951	261,1	22,610001																							
09.05.1951	261,49	22,639999																							
10.05.1951	260,07	22,51																							
11.05.1951	258,56	22,33																							
14.05.1951	256,08	22,18																							
15.05.1951	252,08	21,76																							
16.05.1951	252,14	21,690001																							
17.05.1951	254,57	21,91																							
18.05.1951	250,1	21,51																							
21.05.1951	249,98	21,459999																							
22.05.1951	249,3	21,360001																							
23.05.1951	247,03	21,16																							
24.05.1951	245,78	21,049999																							
25.05.1951	245,27	21,030001																							
28.05.1951	247,03	21,209999																							
29.05.1951	248,44	21,35																							
30.05.1951	248,44	21,35																							
31.05.1951	249,65	21,52																							
01.06.1951	249,33	21,48																							
04.06.1951	246,79	21,24																							
05.06.1951	247,59	21,33																							
06.06.1951	249,64	21,48																							
07.06.1951	250,81	21,559999																							
08.06.1951	250,39	21,49																							
11.06.1951	251,56	21,610001																							
12.06.1951	250,57	21,52																							
13.06.1951	250,03	21,549999																							
14.06.1951	252,46	21,84																							
15.06.1951	254,03	22,040001																							
18.06.1951	253,8	22,049999																							
19.06.1951	253,53	22,02																							
20.06.1951	251,86	21,91																							
21.06.1951	250,43	21,780001																							
22.06.1951	247,86	21,549999																							
25.06.1951	245,3	21,290001																							
26.06.1951	246,28	21,299999																							
27.06.1951	246,84	21,370001																							
28.06.1951	244	21,1																							
29.06.1951	242,64	20,959999																							
02.07.1951	243,98	21,1																							
03.07.1951	245,92	21,23																							
04.07.1951	245,92	21,23																							
05.07.1951	250,27	21,639999																							
06.07.1951	250,01	21,639999																							
09.07.1951	250,65	21,73																							
10.07.1951	250	21,629999																							
11.07.1951	250,97	21,68																							
12.07.1951	252,59	21,799999																							
13.07.1951	254,32	21,98																							
16.07.1951	252,31	21,73																							
17.07.1951	253,89	21,92																							
18.07.1951	253,67	21,879999																							
19.07.1951	253,75	21,84																							
20.07.1951	253,73	21,879999																							
23.07.1951	255,68	22,1																							
24.07.1951	258,94	22,440001																							
25.07.1951	258,11	22,32																							
26.07.1951	259,09	22,469999																							
27.07.1951	259,23	22,530001																							
30.07.1951	260,7	22,629999																							
31.07.1951	257,86	22,4																							
01.08.1951	259,89	22,51																							
02.08.1951	262,89	22,82																							
03.08.1951	262,98	22,85																							
06.08.1951	265,21	23,01																							
07.08.1951	264,94	23,030001																							
08.08.1951	263,73	22,93																							
09.08.1951	262,69	22,84																							
10.08.1951	261,92	22,790001																							
13.08.1951	263,06	22,799999																							
14.08.1951	262,88	22,700001																							
15.08.1951	264,27	22,790001																							
16.08.1951	265,48	22,870001																							
17.08.1951	266,17	22,940001																							
20.08.1951	266,19	22,93																							
21.08.1951	265,3	22,83																							
22.08.1951	264,07	22,75																							
23.08.1951	265,65	22,9																							
24.08.1951	266,3	22,879999																							
27.08.1951	265,59	22,85																							
28.08.1951	265,56	22,9																							
29.08.1951	268,18	23,08																							
30.08.1951	269,94	23,24																							
31.08.1951	270,25	23,280001																							
03.09.1951	270,25	23,280001																							
04.09.1951	270,63	23,280001																							
05.09.1951	272,48	23,42																							
06.09.1951	272,28	23,469999																							
07.09.1951	273,89	23,530001																							
10.09.1951	275,25	23,620001																							
11.09.1951	273,88	23,5																							
12.09.1951	275,31	23,6																							
13.09.1951	276,37	23,709999																							
14.09.1951	276,06	23,690001																							
17.09.1951	275,09	23,620001																							
18.09.1951	274,38	23,59																							
19.09.1951	274,27	23,59																							
20.09.1951	274,1	23,57																							
21.09.1951	272,11	23,4																							
24.09.1951	270,77	23,299999																							
25.09.1951	272,24	23,379999																							
26.09.1951	272,24	23,4																							
27.09.1951	271,31	23,27																							
28.09.1951	271,16	23,26																							
01.10.1951	272,56	23,469999																							
02.10.1951	274,34	23,639999																							
03.10.1951	275,87	23,790001																							
04.10.1951	275,35	23,719999																							
05.10.1951	275,63	23,780001																							
08.10.1951	275,14	23,75																							
09.10.1951	273,38	23,65																							
10.10.1951	272,76	23,610001																							
11.10.1951	274,1	23,700001																							
12.10.1951	274,1	23,700001																							
15.10.1951	275,74	23,85																							
16.10.1951	274,4	23,77																							
17.10.1951	273,53	23,690001																							
18.10.1951	273,51	23,67																							
19.10.1951	269,68	23,32																							
22.10.1951	262,29	22,75																							
23.10.1951	263,5	22,84																							
24.10.1951	264,95	23,030001																							
25.10.1951	264,17	22,959999																							
26.10.1951	262,27	22,809999																							
29.10.1951	260,43	22,690001																							
30.10.1951	260,52	22,66																							
31.10.1951	262,35	22,940001																							
01.11.1951	264,06	23,1																							
02.11.1951	261,94	22,93																							
05.11.1951	259,76	22,82																							
06.11.1951	259,76	22,82																							
07.11.1951	257,14	22,49																							
08.11.1951	257,14	22,469999																							
09.11.1951	259,91	22,75																							
12.11.1951	259,91	22,75																							
13.11.1951	260,41	22,790001																							
14.11.1951	261,27	22,85																							
15.11.1951	260,91	22,84																							
16.11.1951	260,39	22,82																							
19.11.1951	259,7	22,73																							
20.11.1951	259,3	22,68																							
21.11.1951	258,72	22,639999																							
22.11.1951	258,72	22,639999																							
23.11.1951	256,95	22,4																							
26.11.1951	257,44	22,43																							
27.11.1951	259,46	22,66																							
28.11.1951	258,64	22,610001																							
29.11.1951	258,96	22,67																							
30.11.1951	261,27	22,879999																							
03.12.1951	263,24	23,01																							
04.12.1951	264,29	23,139999																							
05.12.1951	263,72	23,07																							
06.12.1951	266,23	23,34																							
07.12.1951	266,99	23,379999																							
10.12.1951	267,38	23,42																							
11.12.1951	265,77	23,299999																							
12.12.1951	266,09	23,370001																							
13.12.1951	265,81	23,389999																							
14.12.1951	265,71	23,370001																							
17.12.1951	265,79	23,41																							
18.12.1951	266,61	23,49																							
19.12.1951	267,61	23,57																							
20.12.1951	267,45	23,57																							
21.12.1951	266,34	23,51																							
24.12.1951	265,79	23,540001																							
25.12.1951	265,79	23,540001																							
26.12.1951	264,06	23,440001																							
27.12.1951	266,74	23,65																							
28.12.1951	268,18	23,690001																							
31.12.1951	269,23	23,77																							
01.01.1952	269,23	23,77																							
02.01.1952	269,86	23,799999																							
03.01.1952	270,38	23,879999																							
04.01.1952	271,03	23,92																							
07.01.1952	270,34	23,91																							
08.01.1952	268,66	23,82																							
09.01.1952	268,08	23,74																							
10.01.1952	269,46	23,860001																							
11.01.1952	270,31	23,98																							
14.01.1952	271,59	24,16																							
15.01.1952	270,46	24,059999																							
16.01.1952	271,13	24,09																							
17.01.1952	271,91	24,200001																							
18.01.1952	272,1	24,25																							
21.01.1952	274,1	24,459999																							
22.01.1952	275,4	24,66																							
23.01.1952	274,27	24,540001																							
24.01.1952	273,9	24,559999																							
25.01.1952	273,41	24,549999																							
28.01.1952	274,17	24,610001																							
29.01.1952	274	24,57																							
30.01.1952	270,71	24,23																							
31.01.1952	270,69	24,139999																							
01.02.1952	271,68	24,299999																							
04.02.1952	269,79	24,120001																							
05.02.1952	269,04	24,110001																							
06.02.1952	268,77	24,18																							
07.02.1952	268,35	24,110001																							
08.02.1952	269,85	24,24																							
11.02.1952	268,45	24,110001																							
12.02.1952	268,45	24,110001																							
13.02.1952	266,21	23,92																							
14.02.1952	265,88	23,870001																							
15.02.1952	266,27	23,860001																							
18.02.1952	265,35	23,74																							
19.02.1952	261,37	23,360001																							
20.02.1952	258,49	23,09																							
21.02.1952	259,6	23,16																							
22.02.1952	259,6	23,16																							
25.02.1952	260,58	23,23																							
26.02.1952	259,3	23,15																							
27.02.1952	259,68	23,18																							
28.02.1952	260,49	23,290001																							
29.02.1952	260,08	23,26																							
03.03.1952	260,08	23,290001																							
04.03.1952	263,95	23,68																							
05.03.1952	264,66	23,709999																							
06.03.1952	264,03	23,690001																							
07.03.1952	263,87	23,719999																							
10.03.1952	262,76	23,6																							
11.03.1952	262,76	23,620001																							
12.03.1952	263,78	23,73																							
13.03.1952	264,24	23,75																							
14.03.1952	264,05	23,75																							
17.03.1952	264,08	23,92																							
18.03.1952	264,1	23,870001																							
19.03.1952	264,37	23,82																							
20.03.1952	265,33	23,889999																							
21.03.1952	265,62	23,93																							
24.03.1952	265,6	23,93																							
25.03.1952	264,28	23,790001																							
26.03.1952	263,87	23,780001																							
27.03.1952	265,21	23,99																							
28.03.1952	266,96	24,18																							
31.03.1952	269,46	24,370001																							
01.04.1952	267,22	24,18																							
02.04.1952	267,03	24,120001																							
03.04.1952	266,8	24,120001																							
04.04.1952	265,62	24,02																							
07.04.1952	263,38	23,799999																							
08.04.1952	265,29	23,91																							
09.04.1952	265,04	23,940001																							
10.04.1952	265,75	24,110001																							
11.04.1952	265,75	24,110001																							
14.04.1952	264,1	23,950001																							
15.04.1952	261,29	23,65																							
16.04.1952	261,48	23,58																							
17.04.1952	259,85	23,41																							
18.04.1952	260,52	23,5																							
21.04.1952	261,63	23,690001																							
22.04.1952	261,1	23,58																							
23.04.1952	259,97	23,48																							
24.04.1952	258,86	23,43																							
25.04.1952	259,8	23,540001																							
28.04.1952	259,95	23,549999																							
29.04.1952	259,34	23,49																							
30.04.1952	257,63	23,32																							
01.05.1952	256,35	23,17																							
02.05.1952	260	23,559999																							
05.05.1952	261,54	23,66																							
06.05.1952	261,01	23,67																							
07.05.1952	261,99	23,809999																							
08.05.1952	262,39	23,860001																							
09.05.1952	262,74	23,84																							
12.05.1952	261,72	23,75																							
13.05.1952	261,99	23,780001																							
14.05.1952	260,99	23,68																							
15.05.1952	260,1	23,6																							
16.05.1952	259,82	23,559999																							
19.05.1952	260,06	23,610001																							
20.05.1952	261,26	23,74																							
21.05.1952	261,78	23,780001																							
22.05.1952	263,33	23,91																							
23.05.1952	263,27	23,889999																							
26.05.1952	264,22	23,940001																							
27.05.1952	263,92	23,879999																							
28.05.1952	262,78	23,84																							
29.05.1952	262,94	23,860001																							
30.05.1952	262,94	23,860001																							
02.06.1952	262,31	23,799999																							
03.06.1952	262,09	23,780001																							
04.06.1952	263,67	23,950001																							
05.06.1952	266,29	24,1																							
06.06.1952	268,03	24,26																							
09.06.1952	269,15	24,370001																							
10.06.1952	267,67	24,23																							
11.06.1952	267,93	24,309999																							
12.06.1952	267,91	24,309999																							
13.06.1952	268,56	24,370001																							
16.06.1952	267,83	24,299999																							
17.06.1952	268,03	24,33																							
18.06.1952	267,09	24,43																							
19.06.1952	269,54	24,51																							
20.06.1952	270,19	24,59																							
23.06.1952	269,5	24,559999																							
24.06.1952	269,92	24,6																							
25.06.1952	270,45	24,66																							
26.06.1952	271,24	24,75																							
27.06.1952	272,44	24,83																							
30.06.1952	274,26	24,959999																							
01.07.1952	275,46	25,120001																							
02.07.1952	274,87	25,059999																							
03.07.1952	274,95	25,049999																							
04.07.1952	274,95	25,049999																							
07.07.1952	274,2	24,969999																							
08.07.1952	274,43	24,959999																							
09.07.1952	273,25	24,860001																							
10.07.1952	272,58	24,809999																							
11.07.1952	274,22	24,98																							
14.07.1952	275,08	25,030001																							
15.07.1952	276,76	25,16																							
16.07.1952	276,76	25,16																							
17.07.1952	275,62	25,049999																							
18.07.1952	273,9	24,85																							
21.07.1952	274,91	24,950001																							
22.07.1952	275,95	25																							
23.07.1952	277,63	25,110001																							
24.07.1952	279,26	25,24																							
25.07.1952	277,71	25,16																							
28.07.1952	277,94	25,200001																							
29.07.1952	278,57	25,26																							
30.07.1952	279,24	25,370001																							
31.07.1952	279,56	25,4																							
01.08.1952	279,8	25,450001																							
04.08.1952	279,87	25,43																							
05.08.1952	279,5	25,459999																							
06.08.1952	279,07	25,440001																							
07.08.1952	279,38	25,52																							
08.08.1952	279,84	25,549999																							
11.08.1952	280,29	25,52																							
12.08.1952	278,14	25,309999																							
13.08.1952	277,88	25,280001																							
14.08.1952	277,75	25,280001																							
15.08.1952	277,37	25,200001																							
18.08.1952	274,31	24,940001																							
19.08.1952	274,14	24,889999																							
20.08.1952	274,35	24,950001																							
21.08.1952	274,45	24,98																							
22.08.1952	274,43	24,99																							
25.08.1952	273,57	24,870001																							
26.08.1952	273,17	24,83																							
27.08.1952	273,84	24,940001																							
28.08.1952	274,41	24,969999																							
29.08.1952	275,04	25,030001																							
01.09.1952	275,04	25,030001																							
02.09.1952	276,4	25,15																							
03.09.1952	277,15	25,25																							
04.09.1952	276,76	25,24																							
05.09.1952	276,5	25,209999																							
08.09.1952	275,87	25,110001																							
09.09.1952	273,53	24,860001																							
10.09.1952	271,65	24,690001																							
11.09.1952	272,11	24,719999																							
12.09.1952	271,02	24,709999																							
15.09.1952	268,38	24,450001																							
16.09.1952	269,03	24,530001																							
17.09.1952	270,43	24,58																							
18.09.1952	269,72	24,51																							
19.09.1952	270,55	24,57																							
22.09.1952	270,77	24,59																							
23.09.1952	271,65	24,700001																							
24.09.1952	272,26	24,790001																							
25.09.1952	272,42	24,809999																							
26.09.1952	271,95	24,73																							
29.09.1952	271,73	24,68																							
30.09.1952	270,61	24,540001																							
01.10.1952	270,17	24,48																							
02.10.1952	270,75	24,52																							
03.10.1952	270,55	24,5																							
06.10.1952	270	24,440001																							
07.10.1952	269,88	24,4																							
08.10.1952	271,4	24,58																							
09.10.1952	270,98	24,57																							
10.10.1952	270,61	24,549999																							
13.10.1952	270,61	24,549999																							
14.10.1952	270,43	24,48																							
15.10.1952	267,12	24,059999																							
16.10.1952	264,87	23,91																							
17.10.1952	267,3	24,200001																							
20.10.1952	266,63	24,129999																							
21.10.1952	265,84	24,07																							
22.10.1952	263,06	23,799999																							
23.10.1952	263,87	23,870001																							
24.10.1952	265,46	24,030001																							
27.10.1952	265,9	24,09																							
28.10.1952	265,72	24,129999																							
29.10.1952	265,46	24,15																							
30.10.1952	265,72	24,15																							
31.10.1952	269,23	24,52																							
03.11.1952	270,23	24,6																							
04.11.1952	270,23	24,6																							
05.11.1952	271,3	24,67																							
06.11.1952	272,58	24,77																							
07.11.1952	273,47	24,780001																							
10.11.1952	273,47	24,77																							
11.11.1952	273,47	24,77																							
12.11.1952	271,97	24,65																							
13.11.1952	272,54	24,709999																							
14.11.1952	273,27	24,75																							
17.11.1952	274,45	24,799999																							
18.11.1952	278,04	25,16																							
19.11.1952	280,05	25,33																							
20.11.1952	279,5	25,280001																							
21.11.1952	279,32	25,27																							
24.11.1952	281,08	25,42																							
25.11.1952	280,9	25,360001																							
26.11.1952	282,44	25,52																							
27.11.1952	282,44	25,52																							
28.11.1952	283,66	25,66																							
01.12.1952	283,7	25,68																							
02.12.1952	283,78	25,74																							
03.12.1952	282,89	25,709999																							
04.12.1952	281,63	25,610001																							
05.12.1952	282,06	25,620001																							
08.12.1952	283,62	25,76																							
09.12.1952	285,12	25,93																							
10.12.1952	284,55	25,98																							
11.12.1952	284,57	25,959999																							
12.12.1952	285,2	26,040001																							
15.12.1952	285,99	26,040001																							
16.12.1952	286,16	26,07																							
17.12.1952	285,67	26,040001																							
18.12.1952	285,36	26,030001																							
19.12.1952	286,52	26,15																							
22.12.1952	288,02	26,299999																							
23.12.1952	286,99	26,190001																							
24.12.1952	287,37	26,209999																							
25.12.1952	287,37	26,209999																							
26.12.1952	288,23	26,25																							
29.12.1952	289,65	26,4																							
30.12.1952	292	26,59																							
31.12.1952	291,9	26,57																							
01.01.1953	291,9	26,57																							
02.01.1953	292,14	26,540001																							
05.01.1953	293,79	26,66																							
06.01.1953	292,18	26,48																							
07.01.1953	290,76	26,370001																							
08.01.1953	290,36	26,33																							
09.01.1953	287,52	26,08																							
12.01.1953	285,24	25,860001																							
13.01.1953	286,85	26,02																							
14.01.1953	287,37	26,08																							
