	DJIA	CPI	REAL DJIA
Июнь 1978	6,708023032	4,177459469	7,985062759
Июль 1978	6,759568447	4,185098925	8,028968718
Август 1978	6,776301726	4,189654742	8,041146181
Сентябрь 1978	6,763677035	4,197201948	8,020974284
Октябрь 1978	6,675129412	4,206184044	7,923444565
Ноябрь 1978	6,683398492	4,210645018	7,927252671
Декабрь 1978	6,6908547	4,21508618	7,930267716
Январь 1979	6,732472889	4,223909767	7,963062319
Февраль 1979	6,695576395	4,235554731	7,914520861
Март 1979	6,759464066	4,24563401	7,968329252
Апрель 1979	6,750984503	4,257030144	7,948453555
Май 1979	6,712141774	4,26969745	7,896943521
Июнь 1979	6,735756261	4,280824129	7,909431328
Июль 1979	6,74101569	4,291828367	7,90368652
Август 1979	6,788554989	4,301358732	7,941695454
Сентябрь 1979	6,778306968	4,312140507	7,920665657
Октябрь 1979	6,70404664	4,320151231	7,838394606
Ноябрь 1979	6,712166095	4,329416684	7,837248607
Декабрь 1979	6,731864997	4,339901708	7,846462485
Январь 1980	6,775194843	4,354141431	7,875552609
Февраль 1980	6,760576903	4,368181228	7,846894871
Март 1980	6,666638676	4,383275854	7,737862018
Апрель 1980	6,705712532	4,394449155	7,765762573
Май 1980	6,74623585	4,404277244	7,796457803
Июнь 1980	6,766099545	4,415219602	7,805379139
Июль 1980	6,840888717	4,415219602	7,880168311
Август 1980	6,837965662	4,422448549	7,870016309
Сентябрь 1980	6,837783357	4,430816799	7,861465755
Октябрь 1980	6,829242234	4,440295543	7,843445888
Ноябрь 1980	6,901073002	4,448516376	7,907055823
Декабрь 1980	6,871080921	4,457829598	7,86775052
Январь 1981	6,853584163	4,465908119	7,842175241
Февраль 1981	6,882006609	4,476199805	7,860306001
Март 1981	6,91161781	4,483002552	7,883114454
Апрель 1981	6,905502744	4,489759334	7,870242606
Май 1981	6,899471059	4,497584975	7,856385281
Июнь 1981	6,88436382	4,506454213	7,832408803
Июль 1981	6,858922114	4,517431272	7,795990039
Август 1981	6,781590968	4,525044142	7,711046023
Сентябрь 1981	6,74521282	4,534747722	7,664964295
Октябрь 1981	6,748231858	4,536891345	7,66583971
Ноябрь 1981	6,790074738	4,540098189	7,704475745
Декабрь 1981	6,774223886	4,543294782	7,685428301
Январь 1982	6,769756781	4,54648119	7,677774788
Февраль 1982	6,714643719	4,549657476	7,619485439
Март 1982	6,712676696	4,548599834	7,618576058
Апрель 1982	6,743305074	4,552823706	7,644980565
Май 1982	6,708743207	4,562262685	7,600979719
Июнь 1982	6,69941413	4,574710979	7,579202348
Июль 1982	6,695304357	4,579852378	7,569951176
Август 1982	6,803849261	4,581901559	7,676446898
Сентябрь 1982	6,798219392	4,58394655	7,668772039
Октябрь 1982	6,899440809	4,587006215	7,76693379
Ноябрь 1982	6,946283445	4,584967479	7,815815162
Декабрь 1982	6,953244764	4,580877493	7,826866467
Январь 1983	6,980726891	4,582924577	7,852301511
Февраль 1983	7,014472873	4,58394655	7,88502552
Март 1983	7,02999946	4,58394655	7,900552107
Апрель 1983	7,111675235	4,591071262	7,97510317
Май 1983	7,090060169	4,597138014	7,947421351
Июнь 1983	7,108211406	4,600157644	7,962552958
Июль 1983	7,089426624	4,604169686	7,939756135
Август 1983	7,103453633	4,607168189	7,950784641
Сентябрь 1983	7,117310932	4,6121458	7,959664328
Октябрь 1983	7,110859375	4,615120517	7,950238055
Ноябрь 1983	7,151501138	4,617098757	7,988901577
Декабрь 1983	7,137787052	4,618086411	7,974199837
Январь 1984	7,107081435	4,62399194	7,937588691
Февраль 1984	7,051552547	4,628886713	7,877165031
Март 1984	7,060381941	4,630837933	7,884043205
Апрель 1984	7,065399848	4,635699391	7,884199654
Май 1984	7,007464858	4,638604962	7,823359093
Июнь 1984	7,032094553	4,641502115	7,845091634
Июль 1984	7,016860773	4,645351976	7,826007994
Август 1984	7,110189872	4,649187071	7,915501997
Сентябрь 1984	7,095677788	4,65396035	7,896216634
Октябрь 1984	7,096208002	4,656813419	7,893893779
Ноябрь 1984	7,080817433	4,656813419	7,87850321
Декабрь 1984	7,099672318	4,656813419	7,897358096
Январь 1985	7,159890481	4,658710953	7,955678725
Февраль 1985	7,157743272	4,663439094	7,948803375
Март 1985	7,144233527	4,667205577	7,931527146
Апрель 1985	7,137326131	4,671893818	7,919931509
Май 1985	7,181903683	4,67562865	7,96077423
Июнь 1985	7,197031081	4,678420648	7,97310963
Июль 1985	7,205969196	4,680277658	7,980190734
Август 1985	7,195944723	4,682131227	7,968312692
Сентябрь 1985	7,191903615	4,684905154	7,961497658
Октябрь 1985	7,225707066	4,688591794	7,991614468
Ноябрь 1985	7,294465611	4,691347882	8,057616925
Декабрь 1985	7,343859512	4,694096395	8,104262313
Январь 1986	7,359461273	4,696837375	8,117123095
Февраль 1986	7,443698791	4,694096395	8,204101592
Март 1986	7,505827752	4,689511334	8,270815614
Апрель 1986	7,486602102	4,687671407	8,253429891
Май 1986	7,537275523	4,69043003	8,301344689
Июнь 1986	7,545770227	4,695924549	8,304344874
Июль 1986	7,481730335	4,695924549	8,240304982
Август 1986	7,548735099	4,697749367	8,305484928
Сентябрь 1986	7,477366658	4,702296897	8,229568958
Октябрь 1986	7,537861483	4,703203926	8,289156753
Ноябрь 1986	7,557070732	4,704110134	8,307459795
Декабрь 1986	7,547475311	4,705015521	8,296958987
Январь 1987	7,676955681	4,711330382	8,420124496
Февраль 1987	7,707058159	4,71492105	8,446636305
Март 1987	7,742701456	4,71939133	8,477809323
Апрель 1987	7,734716312	4,724729421	8,464486088
Май 1987	7,736992451	4,728272383	8,463219265
Июнь 1987	7,790915197	4,731802837	8,513611556
Июль 1987	7,852466301	4,734442522	8,572522976
Август 1987	7,88718981	4,739701079	8,601987927
Сентябрь 1987	7,86183493	4,744932128	8,571401998
Октябрь 1987	7,597662216	4,747537427	8,304623985
Ноябрь 1987	7,514009257	4,748404354	8,2201041
Декабрь 1987	7,569839977	4,748404354	8,27593482
Январь 1988	7,579791176	4,751000634	8,283289739
Февраль 1988	7,636086189	4,753590191	8,336995194
Март 1988	7,594914568	4,757891273	8,291522491
Апрель 1988	7,616938197	4,763028271	8,308409123
Май 1988	7,616342644	4,766438334	8,304403507
Июнь 1988	7,669359854	4,770684624	8,353174426
Июль 1988	7,663280837	4,774912961	8,342867073
Август 1988	7,61660355	4,779123493	8,291979253
Сентябрь 1988	7,655821423	4,785823686	8,324496934
Октябрь 1988	7,672595017	4,789157022	8,337937191
Ноябрь 1988	7,656578386	4,789988623	8,32108896
Декабрь 1988	7,681823243	4,791649753	8,344672687
Январь 1989	7,75889717	4,796616651	8,416779716
Февраль 1989	7,722407449	4,80073697	8,376169676
Март 1989	7,737886634	4,806477043	8,385908788
Апрель 1989	7,791026828	4,812997033	8,432528992
Май 1989	7,816074321	4,81866736	8,451906157
Июнь 1989	7,799777908	4,821087692	8,433189412
Июль 1989	7,886329491	4,82350218	8,517326507
Август 1989	7,914716352	4,825108606	8,544106942
Сентябрь 1989	7,898344251	4,828313737	8,52452971
Октябрь 1989	7,88045659	4,833102254	8,501853532
Ноябрь 1989	7,903326582	4,835487941	8,522337837
Декабрь 1989	7,920519151	4,837075243	8,537943104
Январь 1990	7,859621627	4,847331743	8,466789081
Февраль 1990	7,873692951	4,852030264	8,476161883
Март 1990	7,903673863	4,857484115	8,500688945
Апрель 1990	7,884862614	4,85903691	8,480324901
Май 1990	7,964385178	4,861361591	8,557522783
Июнь 1990	7,965785128	4,866764924	8,553519401
Июль 1990	7,974257514	4,870606649	8,558150061
Август 1990	7,868774605	4,879767019	8,443506782
Сентябрь 1990	7,804855036	4,888090941	8,371263292
Октябрь 1990	7,800707781	4,894101478	8,361105499
Ноябрь 1990	7,847625809	4,896346148	8,405778858
Декабрь 1990	7,876129793	4,896346148	8,434282842
Январь 1991	7,914394812	4,902307417	8,466586592
Февраль 1991	7,966302231	4,903792198	8,517009229
Март 1991	7,977233942	4,905274778	8,52645836
Апрель 1991	7,968274485	4,906755164	8,516018518
Май 1991	8,015492475	4,909709376	8,560282296
Июнь 1991	7,974790898	4,912654886	8,516635208
Июль 1991	8,014606865	4,914124394	8,554981667
Август 1991	8,020796304	4,917056947	8,558238554
Сентябрь 1991	8,011942002	4,921439715	8,545001483
Октябрь 1991	8,029139638	4,92289638	8,560742455
Ноябрь 1991	7,970629848	4,925803359	8,499325686
Декабрь 1991	8,061117714	4,926528785	8,589088125
Январь 1992	8,07818888	4,92797806	8,604710016
Февраль 1992	8,091832472	4,931592087	8,614739581
Март 1992	8,081929482	4,936629881	8,599798798
Апрель 1992	8,119434314	4,938064601	8,635868909
Май 1992	8,130612642	4,939497266	8,645614572
Июнь 1992	8,107274179	4,943069975	8,618703401
Июль 1992	8,129699623	4,945207489	8,638991331
Август 1992	8,08866926	4,948050419	8,595118038
Сентябрь 1992	8,09305278	4,95088529	8,596666687
Октябрь 1992	8,07908505	4,954417614	8,579166632
Ноябрь 1992	8,103240163	4,955827058	8,601912301
Декабрь 1992	8,102014055	4,955122584	8,601390667
Январь 1993	8,104712532	4,960043508	8,59916822
Февраль 1993	8,122908351	4,963543687	8,61386386
Март 1993	8,141804227	4,967031657	8,629271767
Апрель 1993	8,139600999	4,9698133	8,624286896
Май 1993	8,168324839	4,971201225	8,651622811
Июнь 1993	8,165102012	4,972587226	8,647013982
Июль 1993	8,171732277	4,972587226	8,653644247
Август 1993	8,202824854	4,97535348	8,68197057
Сентябрь 1993	8,176144097	4,97742316	8,653220134
Октябрь 1993	8,210828344	4,981549713	8,683777828
Ноябрь 1993	8,211740825	4,98223582	8,684004202
Декабрь 1993	8,230601191	4,98223582	8,702864568
Январь 1994	8,288624953	4,984975547	8,758148602
Февраль 1994	8,251147358	4,988389685	8,71725687
Март 1994	8,198628454	4,991792206	8,661335444
Апрель 1994	8,211127165	4,99314998	8,672476382
Май 1994	8,231740632	4,993828176	8,692411652
Июнь 1994	8,195598533	4,997212274	8,652885455
Июль 1994	8,233370329	4,999911331	8,687958195
Август 1994	8,272166951	5,003946306	8,722719842
Сентябрь 1994	8,25405803	5,006627273	8,701929954
Октябрь 1994	8,270811719	5,007296393	8,718014523
Ноябрь 1994	8,226634987	5,008633291	8,672500892
Декабрь 1994	8,25177868	5,008633291	8,697644585
Январь 1995	8,254232349	5,012633297	8,696098249
Февраль 1995	8,296808331	5,016617366	8,734690162
Март 1995	8,332714911	5,019925341	8,767288766
Апрель 1995	8,37130462	5,02322241	8,802581406
Май 1995	8,404055848	5,025195445	8,833359599
Июнь 1995	8,424222273	5,027164596	8,851556874
Июль 1995	8,457118293	5,027164596	8,884452894
Август 1995	8,436104604	5,029784113	8,860819687
Сентябрь 1995	8,474093605	5,031744257	8,896848544
Октябрь 1995	8,467052916	5,035002651	8,886549462
Ноябрь 1995	8,531981306	5,034351821	8,952128682
Декабрь 1995	8,54034706	5,033700567	8,961145689
Январь 1996	8,593283483	5,039546638	9,008236042
Февраль 1996	8,609885402	5,042779747	9,021604851
Март 1996	8,628222807	5,047931079	9,034790925
Апрель 1996	8,624985149	5,051777237	9,027707108
Май 1996	8,638203015	5,053694784	9,039007428
Июнь 1996	8,640229958	5,054333149	9,040396005
Июль 1996	8,617745968	5,056245805	9,01599936
Август 1996	8,633412338	5,05815481	9,029756725
Сентябрь 1996	8,67968102	5,061328408	9,072851808
Октябрь 1996	8,704399465	5,064491967	9,094406695
Ноябрь 1996	8,782890357	5,066385309	9,171004244
Декабрь 1996	8,771567157	5,066385309	9,159681044
Январь 1997	8,826601041	5,069532935	9,211567302
Февраль 1997	8,836045389	5,072670685	9,2178739
Март 1997	8,79231876	5,075173815	9,171644141
Апрель 1997	8,85494889	5,076423035	9,233025052
Май 1997	8,899872667	5,07579862	9,278573244
Июнь 1997	8,945435583	5,07704706	9,32288772
Июль 1997	9,015129301	5,078293943	9,391334555
Август 1997	8,938849184	5,080161357	9,313187023
Сентябрь 1997	8,980330803	5,08264583	9,35218417
Октябрь 1997	8,914905659	5,085124146	9,284280709
Ноябрь 1997	8,964840009	5,084505143	9,334834063
Декабрь 1997	8,975661797	5,083265985	9,346895009
Январь 1998	8,975440485	5,085124146	9,344815535
Февраль 1998	9,053185852	5,086978861	9,420706188
Март 1998	9,082485409	5,088830142	9,448154464
Апрель 1998	9,111996295	5,090678002	9,475817489
Май 1998	9,093800938	5,092522454	9,455777681
Июнь 1998	9,099634484	5,093750201	9,46038348
Июль 1998	9,091927263	5,094976443	9,451450017
Август 1998	8,927854111	5,096201182	9,286152125
Сентябрь 1998	8,967328241	5,097424424	9,324403014
Октябрь 1998	9,058598455	5,099866428	9,413231224
Ноябрь 1998	9,117846722	5,099866428	9,472479491
Декабрь 1998	9,124938245	5,099256486	9,480180956
Январь 1999	9,144075562	5,101694025	9,496880733
Февраль 1999	9,138476956	5,10291057	9,490065582
Март 1999	9,188724422	5,105945474	9,537278144
Апрель 1999	9,286286083	5,113191882	9,627593397
Май 1999	9,264803936	5,113191882	9,60611125
Июнь 1999	9,302992477	5,113191882	9,644299791
Июль 1999	9,273798622	5,11619579	9,612102029
Август 1999	9,290008856	5,118592436	9,625915617
Сентябрь 1999	9,243480134	5,123368564	9,574610766
Октябрь 1999	9,280785788	5,125153748	9,610131237
Ноябрь 1999	9,294480213	5,125748101	9,623231309
Декабрь 1999	9,349851848	5,125748101	9,678602943
Январь 2000	9,300229521	5,128714582	9,626014135
Февраль 2000	9,223089752	5,134621274	9,542967675
Март 2000	9,298527058	5,142832464	9,610193791
Апрель 2000	9,281163168	5,143416405	9,592245959
Май 2000	9,261254945	5,144583267	9,571170875
Июнь 2000	9,254155323	5,149817358	9,558837161
Июль 2000	9,261221682	5,152134856	9,563586022
Август 2000	9,325016364	5,152134856	9,627380704
Сентябрь 2000	9,273401552	5,157329673	9,570571076
Октябрь 2000	9,303023468	5,159055299	9,598467365
Ноябрь 2000	9,250953385	5,159629847	9,545822734
Декабрь 2000	9,286083079	5,159055299	9,581526976
Январь 2001	9,295357762	5,165357239	9,584499719
Февраль 2001	9,258680911	5,169346985	9,543833122
Март 2001	9,198144301	5,171619714	9,481023784
Апрель 2001	9,281261916	5,175584601	9,560176511
Май 2001	9,297612882	5,180096735	9,572015343
Июнь 2001	9,259359081	5,18178355	9,532074728
Июль 2001	9,261300561	5,178970609	9,536829148
Август 2001	9,205302704	5,178970609	9,480831292
Сентябрь 2001	9,087896994	5,183467525	9,358928665
Октябрь 2001	9,113294086	5,180096735	9,387696547
Ноябрь 2001	9,195385097	5,17840707	9,471477224
Декабрь 2001	9,212488064	5,174453379	9,492533881
Январь 2002	9,2023082	5,176714545	9,480092852
Февраль 2002	9,220897449	5,180659323	9,494737323
Март 2002	9,24993986	5,186267863	9,518171193
Апрель 2002	9,204947858	5,191845122	9,467601933
Май 2002	9,202837294	5,191845122	9,465491369
Июнь 2002	9,131649916	5,192401141	9,393747972
Июль 2002	9,075275232	5,193512252	9,336262177
Август 2002	9,066874077	5,196838198	9,324535076
Сентябрь 2002	8,93484112	5,198497031	9,190843285
Октябрь 2002	9,035633351	5,200153118	9,28997943
Ноябрь 2002	9,093367133	5,200153118	9,347713212
Декабрь 2002	9,02901392	5,197944392	9,285568724
Январь 2003	8,99390055	5,202356975	9,246042771
Февраль 2003	8,973488287	5,210032452	9,217955031
Март 2003	8,986212586	5,216022124	9,224689659
Апрель 2003	9,045476342	5,21384821	9,286127328
Май 2003	9,088202116	5,212214667	9,330486645
Июнь 2003	9,103360769	5,213303992	9,344555973
Июль 2003	9,130625944	5,214392132	9,370733009
Август 2003	9,150146532	5,218191322	9,386454407
Сентябрь 2003	9,135084356	5,221436322	9,368147231
Октябрь 2003	9,190251944	5,220355825	9,424395315
Ноябрь 2003	9,18834831	5,217649463	9,425198043
Декабрь 2003	9,254732307	5,216564865	9,492666638
Январь 2004	9,2579937	5,221436322	9,491056574
Февраль 2004	9,267091147	5,226821365	9,494768979
Март 2004	9,245485483	5,23324537	9,46673931
Апрель 2004	9,232646725	5,236441963	9,450703959
Май 2004	9,229010005	5,242275976	9,441233226
Июнь 2004	9,252966817	5,245443877	9,462022137
Июль 2004	9,224214677	5,243861181	9,434852693
Август 2004	9,227582862	5,244389025	9,437693034
Сентябрь 2004	9,218335327	5,246497618	9,426336906
Октябрь 2004	9,213083606	5,251749731	9,415833072
Ноябрь 2004	9,252251693	5,252273428	9,454477461
Декабрь 2004	9,285727026	5,248601774	9,491624448
Январь 2005	9,258171982	5,250701513	9,461969666
Февраль 2005	9,284169662	5,256453162	9,482215696
Март 2005	9,259488567	5,264243386	9,449744378
Апрель 2005	9,229408416	5,27094617	9,412961443
Май 2005	9,256028587	5,269917892	9,440609892
Июнь 2005	9,23746612	5,270432163	9,421533153
Июль 2005	9,272461286	5,27504874	9,451911742
Август 2005	9,257376618	5,280153396	9,431722419
Сентябрь 2005	9,265652082	5,292299294	9,427851984
Октябрь 2005	9,253406566	5,294309345	9,413596418
Ноябрь 2005	9,287844784	5,286244785	9,456099195
Декабрь 2005	9,279633198	5,282187985	9,45194441
Январь 2006	9,28960062	5,289781036	9,454318781
Февраль 2006	9,305051281	5,29179615	9,467754328
Март 2006	9,315539675	5,297316866	9,472722005
Апрель 2006	9,338482016	5,305789381	9,487191831
Май 2006	9,320835582	5,310739887	9,464594892
Июнь 2006	9,319214508	5,312713247	9,461000457
Июль 2006	9,322389668	5,315666005	9,461222859
Август 2006	9,339713757	5,317629678	9,476583276
Сентябрь 2006	9,36555363	5,312713247	9,50733958
Октябрь 2006	9,3993669	5,307277108	9,546588989
Ноябрь 2006	9,410987158	5,305789381	9,559696973
Декабрь 2006	9,430531569	5,307277108	9,577753658
Январь 2007	9,443172042	5,310324986	9,587346252
Февраль 2007	9,414800877	5,315661091	9,553638983
Март 2007	9,421763507	5,32472558	9,551537123
Апрель 2007	9,477532196	5,331200733	9,600830659
Май 2007	9,519855362	5,337292857	9,637061701
Июнь 2007	9,503653063	5,339228957	9,618923302
Июль 2007	9,48888003	5,338974547	9,604404679
Август 2007	9,499851271	5,337138962	9,617211506
Сентябрь 2007	9,539329681	5,339891078	9,653937799
Октябрь 2007	9,541800785	5,342027985	9,654271996
Ноябрь 2007	9,500897308	5,347950033	9,607446472
Декабрь 2007	9,492870697	5,347278945	9,600090949
Январь 2008	9,445440952	5,352237209	9,54770294
Февраль 2008	9,414618281	5,355137112	9,513980365
Март 2008	9,414332908	5,363767972	9,505064133
Апрель 2008	9,458771871	5,369814433	9,543456634
Май 2008	9,444488747	5,378200061	9,520787883
Июнь 2008	9,336973904	5,388226624	9,403246476
Июль 2008	9,339438703	5,393463897	9,400474003
Август 2008	9,353882118	5,389464347	9,418916968
Сентябрь 2008	9,291981187	5,388080371	9,358400012
Октябрь 2008	9,141732783	5,377927673	9,218304307
Ноябрь 2008	9,085801567	5,358588985	9,181711779
Декабрь 2008	9,07982044	5,348192656	9,186126981
Январь 2009	8,987304315	5,352535629	9,089267882
Февраль 2009	8,862615259	5,357496238	8,959618217
Март 2009	8,937076522	5,359925034	9,031650684
Апрель 2009	9,007994051	5,362418292	9,100074956
Май 2009	9,047860265	5,365302891	9,13705657
Июнь 2009	9,041566628	5,3738561	9,122209724
Июль 2009	9,123868122	5,372269255	9,206098064
Август 2009	9,158655422	5,374509594	9,238645025
Сентябрь 2009	9,181146343	5,375134879	9,260510661
Октябрь 2009	9,181192675	5,376097517	9,259594355
Ноябрь 2009	9,244243124	5,37680502	9,321937301
Декабрь 2009	9,25225457	5,375042269	9,331711498
Январь 2010	9,217050807	5,378453916	9,293096087
Февраль 2010	9,242348599	5,378703092	9,318144703
Март 2010	9,292531232	5,382800968	9,364229461
Апрель 2010	9,306432973	5,384536346	9,376395823
Май 2010	9,223910875	5,385311243	9,293098828
Июнь 2010	9,187483124	5,384334499	9,257647821
Июль 2010	9,255881454	5,38454552	9,32583513
Август 2010	9,21181129	5,385925232	9,280385254
Сентябрь 2010	9,286194319	5,386506799	9,354186716
Октябрь 2010	9,316356673	5,387751224	9,383104645
Ноябрь 2010	9,306197675	5,388171782	9,37252509
Декабрь 2010	9,356819702	5,389888748	9,421430151
Январь 2011	9,383615298	5,394640669	9,443473825
Февраль 2011	9,41134792	5,399559915	9,466287201
Март 2011	9,418957321	5,409263752	9,464192766
Апрель 2011	9,458023549	5,415682537	9,496840208
Май 2011	9,439051595	5,420375695	9,473175097
Июнь 2011	9,426607535	5,419304154	9,461802578
Июль 2011	9,404527915	5,420189807	9,438837305
Август 2011	9,359926077	5,422943601	9,391481673
Сентябрь 2011	9,297744838	5,424460911	9,327783124
Октябрь 2011	9,388905716	5,422396098	9,421008815
Ноябрь 2011	9,396461368	5,421552181	9,429408384
Декабрь 2011	9,41062954	5,419082618	9,446046119
Январь 2012	9,444060593	5,423473157	9,475086633
Февраль 2012	9,4690109	5,427866465	9,495643631
Март 2012	9,488883814	5,435432331	9,50795068
Апрель 2012	9,489004152	5,438448806	9,505054542
Май 2012	9,424923386	5,437274637	9,442147945
Июнь 2012	9,463437987	5,435807164	9,482130019
Июль 2012	9,473372106	5,434176049	9,493695253
Август 2012	9,479668028	5,439725779	9,494441446
Сентябрь 2012	9,50577705	5,444178065	9,516098181
Октябрь 2012	9,480917739	5,443789064	9,491627872
Ноябрь 2012	9,474670395	5,439039717	9,490129875
Декабрь 2012	9,48068349	5,43634302	9,498839666
Январь 2013	9,536804119	5,43929596	9,552007356
Февраль 2013	9,550697197	5,447452633	9,55774376
Март 2013	9,587305863	5,45006373	9,59174133
Апрель 2013	9,60506804	5,449023549	9,610543687
Май 2013	9,623480617	5,450802374	9,62717744
Июнь 2013	9,60976058	5,453199208	9,611060569
Июль 2013	9,648565625	5,453593128	9,649471694
Август 2013	9,603078839	5,454795336	9,602782699
Сентябрь 2013	9,624412996	5,455957665	9,622954527
Октябрь 2013	9,651542568	5,45337906	9,652662705
Ноябрь 2013	9,685730095	5,451334547	9,688894745
Декабрь 2013	9,715750961	5,451248732	9,719001425
Январь 2014	9,66134274	5,454962077	9,66087986
Февраль 2014	9,700251402	5,458653165	9,696097434
Март 2014	9,708546301	5,46507256	9,697972937
Апрель 2014	9,716003091	5,468363892	9,702138395
Май 2014	9,724191614	5,471850417	9,706840393
Июнь 2014	9,730716247	5,473710813	9,71150463
Июль 2014	9,714944683	5,473320543	9,696123337
Август 2014	9,746743095	5,471648632	9,72959366
Сентябрь 2014	9,743488974	5,472400917	9,725587253
Октябрь 2014	9,763680509	5,469885478	9,748294227
Ноябрь 2014	9,788538996	5,464471431	9,778566761
Декабрь 2014	9,788248965	5,458785194	9,783962967
Январь 2015	9,750624793	5,455929904	9,749194085
Февраль 2015	9,805472217	5,454499196	9,805472217
