	DJIA	CPI	REAL DJIA
1895	3,415241631	1,91033367	6,959407157
1896	3,450603229	1,896148521	7,008953904
1896	3,464003152	1,881760489	7,03674186
1896	3,448751862	1,881760489	7,02149057
1896	3,474884551	1,867161163	7,062222584
1896	3,448383085	1,852345536	7,050536745
1896	3,402523169	1,83730839	7,019713976
1896	3,305680847	1,83730839	6,922871654
1896	3,289528119	1,83730839	6,906718925
1896	3,375797519	1,83730839	6,992988326
1896	3,410441192	1,867161163	6,997779225
1896	3,425336996	1,896148521	6,983687671
1896	3,401360702	1,896148521	6,959711377
1897	3,43970951	1,867161163	7,027047544
1897	3,419538157	1,867161163	7,00687619
1897	3,364336282	1,867161163	6,951674315
1897	3,351331139	1,852345536	6,953484799
1897	3,375421349	1,83730839	6,992612156
1897	3,475256067	1,83730839	7,092446873
1897	3,557494328	1,83730839	7,174685135
1897	3,692669762	1,881760489	7,265408469
1897	3,620228488	1,91033367	7,164394015
1897	3,581227426	1,896148521	7,139578101
1897	3,548683042	1,896148521	7,107033717
1897	3,588948615	1,896148521	7,147299291
1898	3,601017716	1,896148521	7,159368391
1898	3,521126261	1,91033367	7,065291788
1898	3,504749263	1,91033367	7,048914789
1898	3,517438488	1,91033367	7,061604015
1898	3,654168955	1,97838726	7,130280891
1898	3,651891247	1,91033367	7,196056773
1898	3,681477124	1,896148521	7,239827799
1898	3,788957794	1,896148521	7,347308469
1898	3,667354444	1,896148521	7,225705119
1898	3,703915839	1,896148521	7,262266514
1898	3,735350264	1,896148521	7,293700939
1898	3,791769922	1,91033367	7,335935448
1899	3,853132504	1,91033367	7,39729803
1899	3,890198576	1,938113054	7,406584718
1899	3,997310397	1,938113054	7,51369654
1899	4,028827785	1,951718044	7,531608937
1899	3,901071253	1,951718044	7,403852406
1899	3,942705448	1,965141555	7,432063089
1899	3,989206244	1,97838726	7,465318181
1899	4,015045189	1,991458701	7,478085685
1899	3,97747361	2,029680218	7,402292589
1899	4,005884864	2,042102134	7,418281927
1899	4,013589935	2,054372675	7,413716456
1899	3,879663024	2,066494473	7,267667747
Январь 1900	3,880418813	2,066494473	7,268423536
Февраль 1900	3,847053458	2,078470078	7,223082576
Март 1900	3,878753668	2,078470078	7,254782786
Апрель 1900	3,80506566	2,078470078	7,181094778
Май 1900	3,768027916	2,054372675	7,168154438
Июнь 1900	3,694856556	2,042102134	7,107253618
Июль 1900	3,728333313	2,054372675	7,128459835
Август 1900	3,745956615	2,042102134	7,158353677
Сентябрь 1900	3,682768319	2,054372675	7,082894841
Октябрь 1900	3,767011106	2,042102134	7,179408169
Ноябрь 1900	3,887351143	2,042102134	7,299748205
Декабрь 1900	3,947382427	2,029680218	7,372201406
Январь 1901	3,890648183	2,042102134	7,303045246
Февраль 1901	3,893488294	2,029680218	7,318307272
Март 1901	3,936147652	2,029680218	7,36096663
Апрель 1901	4,016894602	2,017100978	7,45429282
Май 1901	4,016498329	2,017100978	7,453896548
Июнь 1901	4,044735813	2,017100978	7,482134032
Июль 1901	3,960310186	2,029680218	7,385129164
Август 1901	3,985673016	2,042102134	7,398070078
Сентябрь 1901	3,88840017	2,054372675	7,288526692
Октябрь 1901	3,854686223	2,054372675	7,254812744
Ноябрь 1901	3,863336836	2,066494473	7,251341559
Декабрь 1901	3,856391895	2,078470078	7,232421014
Январь 1902	3,862414607	2,066494473	7,25041933
Февраль 1902	3,860255915	2,066494473	7,248260638
Март 1902	3,896320362	2,066494473	7,284325085
Апрель 1902	3,893637014	2,078470078	7,269666132
Май 1902	3,884793628	2,090304965	7,248987859
Июнь 1902	3,852510765	2,101999444	7,205010517
Июль 1902	3,875719952	2,101999444	7,228219704
Август 1902	3,882684819	2,090304965	7,24687905
Сентябрь 1902	3,880720143	2,101999444	7,233219895
Октябрь 1902	3,879359308	2,169445029	7,164413476
Ноябрь 1902	3,816736025	2,13628596	7,134949262
Декабрь 1902	3,852200812	2,147461599	7,15923841
Январь 1903	3,865947653	2,158513721	7,161933128
Февраль 1903	3,881324594	2,158513721	7,177310069
Март 1903	3,842038214	2,124993687	7,171543723
Апрель 1903	3,844236549	2,124993687	7,173742059
Май 1903	3,787631431	2,101999444	7,140131183
Июнь 1903	3,767688324	2,101999444	7,120188076
Июль 1903	3,615905454	2,101999444	6,968405206
Август 1903	3,662666374	2,101999444	7,015166126
Сентябрь 1903	3,513078591	2,113562656	6,854015132
Октябрь 1903	3,498342241	2,101999444	6,850841993
Ноябрь 1903	3,480458245	2,090304965	6,844652477
Декабрь 1903	3,582857609	2,090304965	6,94705184
Январь 1904	3,578777158	2,113562656	6,919713699
Февраль 1904	3,550157471	2,13628596	6,868370707
Март 1904	3,583063279	2,124993687	6,912568789
Апрель 1904	3,576525094	2,113562656	6,917461634
Май 1904	3,563741311	2,090304965	6,927935542
Июнь 1904	3,585705435	2,090304965	6,949899667
Июль 1904	3,642537042	2,090304965	7,006731273
Август 1904	3,688279274	2,101999444	7,040779026
Сентябрь 1904	3,742145302	2,113562656	7,083081842
Октябрь 1904	3,83240604	2,113562656	7,173342581
Ноябрь 1904	3,96574006	2,13628596	7,283953297
Декабрь 1904	3,931704057	2,13628596	7,249917293
Январь 1905	3,956112615	2,13628596	7,274325852
Февраль 1905	4,008281826	2,13628596	7,326495063
Март 1905	4,071072523	2,124993687	7,400578033
Апрель 1905	4,020581402	2,124993687	7,350086912
Май 1905	3,997176324	2,113562656	7,338112864
Июнь 1905	4,030911208	2,113562656	7,371847748
Июль 1905	4,091849786	2,113562656	7,432786327
Август 1905	4,078667314	2,124993687	7,408172824
Сентябрь 1905	4,094294561	2,113562656	7,435231101
Октябрь 1905	4,116870602	2,113562656	7,457807142
Ноябрь 1905	4,187382465	2,124993687	7,516887975
Декабрь 1905	4,255225401	2,13628596	7,573438637
Январь 1906	4,300842338	2,13628596	7,619055575
Февраль 1906	4,231452261	2,13628596	7,549665497
Март 1906	4,262991096	2,13628596	7,581204333
Апрель 1906	4,19447794	2,13628596	7,512691177
Май 1906	4,229427459	2,147461599	7,536465057
Июнь 1906	4,154818584	2,147461599	7,461856182
Июль 1906	4,215031526	2,113562656	7,555968066
Август 1906	4,232197437	2,13628596	7,550410674
Сентябрь 1906	4,240987127	2,147461599	7,548024724
Октябрь 1906	4,22042787	2,169445029	7,505482038
Ноябрь 1906	4,243934859	2,180248981	7,518185075
Декабрь 1906	4,235806508	2,190946509	7,499359195
Январь 1907	4,207319018	2,180248981	7,481569234
Февраль 1907	4,194588008	2,201530811	7,447556393
Март 1907	4,072695231	2,190946509	7,336247918
Апрель 1907	4,123178182	2,190946509	7,38673087
Май 1907	4,046786389	2,212004258	7,289281328
Июнь 1907	4,075312938	2,222360371	7,307451763
Июль 1907	4,056597696	2,222360371	7,288736521
Август 1907	3,969344295	2,222360371	7,20148312
Сентябрь 1907	3,904178316	2,222360371	7,136317141
Октябрь 1907	3,744053957	2,232619021	6,965934133
Ноябрь 1907	3,756283397	2,190946509	7,019836085
Декабрь 1907	3,762088093	2,169445029	7,047142261
Январь 1908	3,827157688	2,158513721	7,123143163
Февраль 1908	3,79209918	2,147461599	7,099136778
Март 1908	3,901071253	2,147461599	7,208108851
Апрель 1908	3,930842797	2,158513721	7,226828272
Май 1908	3,975962597	2,158513721	7,271948072
Июнь 1908	3,973622211	2,158513721	7,269607686
Июль 1908	4,075063199	2,169445029	7,360117367
Август 1908	4,127439177	2,169445029	7,412493345
Сентябрь 1908	4,069947698	2,169445029	7,355001865
Октябрь 1908	4,101957179	2,180248981	7,376207395
Ноябрь 1908	4,158146875	2,190946509	7,421699562
Декабрь 1908	4,144885574	2,201530811	7,397853959
Январь 1909	4,120682974	2,190946509	7,384235661
Февраль 1909	4,093684344	2,201530811	7,34665273
Март 1909	4,144536917	2,201530811	7,397505303
Апрель 1909	4,169422659	2,222360371	7,401561484
Май 1909	4,212539365	2,232619021	7,434419541
Июнь 1909	4,213622776	2,242773498	7,425348474
Июль 1909	4,261339543	2,242773498	7,473065241
Август 1909	4,272743156	2,252825897	7,474416455
Сентябрь 1909	4,289456198	2,262769823	7,481185572
Октябрь 1909	4,284623266	2,282382386	7,456740076
Ноябрь 1909	4,253352	2,292046283	7,415804914
Декабрь 1909	4,284420697	2,301617683	7,43730221
Январь 1910	4,209605903	2,292046283	7,372058816
Февраль 1910	4,203384301	2,292046283	7,365837214
Март 1910	4,185378947	2,311090309	7,328787835
Апрель 1910	4,145465342	2,320482001	7,279482538
Май 1910	4,146857945	2,301617683	7,299739459
Июнь 1910	4,085465258	2,292046283	7,247918171
Июль 1910	4,025824793	2,292046283	7,188277706
Август 1910	4,066814052	2,282382386	7,238930862
Сентябрь 1910	4,06731589	2,272624185	7,249190901
Октябрь 1910	4,128737937	2,242773498	7,340463636
Ноябрь 1910	4,101836428	2,222360371	7,333975253
Декабрь 1910	4,087679064	2,222360371	7,319817889
Январь 1911	4,130623452	2,222360371	7,362762277
Февраль 1911	4,131682093	2,190946509	7,39523478
Март 1911	4,1108837	2,201530811	7,363852086
Апрель 1911	4,115437207	2,169445029	7,400491375
Май 1911	4,137897225	2,169445029	7,422951393
Июнь 1911	4,142910892	2,169445029	7,42796506
Июль 1911	4,143375967	2,180248981	7,417626183
Август 1911	4,061402895	2,212004258	7,303897833
Сентябрь 1911	4,023600158	2,222360371	7,255738983
Октябрь 1911	4,016763129	2,222360371	7,248901954
Ноябрь 1911	4,082874026	2,212004258	7,325368965
Декабрь 1911	4,091605815	2,201530811	7,344574201
Январь 1912	4,073194127	2,212004258	7,315689066
Февраль 1912	4,088170542	2,222360371	7,320309367
Март 1912	4,1691969	2,242773498	7,380922599
Апрель 1912	4,191933961	2,272624185	7,373808972
Май 1912	4,166246532	2,272624185	7,348121543
Июнь 1912	4,198776647	2,262769823	7,390506021
Июль 1912	4,185378947	2,262769823	7,377108321
Август 1912	4,205899354	2,272624185	7,387774365
Сентябрь 1912	4,233684677	2,282382386	7,405801487
Октябрь 1912	4,196463329	2,282382386	7,36858014
Ноябрь 1912	4,204041661	2,282382386	7,376158472
Декабрь 1912	4,1646539	2,272624185	7,346528911
Январь 1913	4,116274011	2,282382386	7,288390822
Февраль 1913	4,074815098	2,282382386	7,246931908
Март 1913	4,082256799	2,282382386	7,254373609
Апрель 1913	4,052403887	2,282382386	7,224520697
Май 1913	4,050364809	2,272125886	7,23273812
Июнь 1913	4,004815473	2,282382386	7,176932284
Июль 1913	4,05164059	2,292534757	7,213605029
Август 1913	4,093195569	2,292534757	7,255160008
Сентябрь 1913	4,075436934	2,302585093	7,227351038
Октябрь 1913	4,04934371	2,302585093	7,201257813
Ноябрь 1913	4,018738802	2,312535424	7,160702575
Декабрь 1913	4,055454728	2,302585093	7,207368831
Январь 1914	4,10582837	2,302585093	7,257742474
Февраль 1914	4,09868015	2,292534757	7,260644589
Март 1914	4,100260363	2,292534757	7,262224802
Апрель 1914	4,059761744	2,282382386	7,231878555
Май 1914	4,09025789	2,292534757	7,252222329
Июнь 1914	4,079038012	2,292534757	7,241002452
Июль 1914	4,066239397	2,302585093	7,218153501
Август 1914	4,053274852	2,32238772	7,185386328
Сентябрь 1914	4,040140017	2,32238772	7,172251493
Октябрь 1914	4,026830359	2,312535424	7,168794132
Ноябрь 1914	4,013341162	2,32238772	7,145452638
Декабрь 1914	3,999667515	2,312535424	7,141631288
Январь 1915	4,045854353	2,312535424	7,187818126
Февраль 1915	4,010600569	2,302585093	7,162514672
Март 1915	4,108083088	2,292534757	7,270047528
Апрель 1915	4,273605886	2,302585093	7,425519989
Май 1915	4,169297415	2,312535424	7,311261188
Июнь 1915	4,249352018	2,312535424	7,39131579
Июль 1915	4,322011202	2,312535424	7,463974975
Август 1915	4,396915247	2,312535424	7,53887902
Сентябрь 1915	4,506233438	2,312535424	7,648197211
Октябрь 1915	4,564556503	2,32238772	7,696667979
Ноябрь 1915	4,57171681	2,332143895	7,694072111
Декабрь 1915	4,596633855	2,332143895	7,718989156
Январь 1916	4,506233438	2,341805806	7,618926828
Февраль 1916	4,511189123	2,341805806	7,623882513
Март 1916	4,535284059	2,351375257	7,638407998
Апрель 1916	4,497362233	2,360854001	7,591007429
Май 1916	4,519612298	2,370243741	7,603867753
Июнь 1916	4,495132081	2,379546134	7,570085143
Июль 1916	4,491441421	2,379546134	7,566394483
Август 1916	4,524502283	2,388762789	7,59023869
Сентябрь 1916	4,633757643	2,406945108	7,681311731
Октябрь 1916	4,650239149	2,424802726	7,67993562
Ноябрь 1916	4,663156035	2,442347035	7,675308196
Декабрь 1916	4,553876892	2,451005098	7,55737099
Январь 1917	4,558392994	2,459588842	7,553303349
Февраль 1917	4,516994495	2,48490665	7,486587042
Март 1917	4,558183395	2,48490665	7,527775941
Апрель 1917	4,535069558	2,533696814	7,455871941
Май 1917	4,578620851	2,549445171	7,483674876
Июнь 1917	4,562993107	2,564949357	7,452542946
Июль 1917	4,519067487	2,549445171	7,424121512
Август 1917	4,423648309	2,564949357	7,313198148
Сентябрь 1917	4,428552332	2,587764035	7,295287493
Октябрь 1917	4,310799125	2,602689685	7,162608636
Ноябрь 1917	4,28565339	2,602689685	7,137462901
Декабрь 1917	4,309187088	2,617395833	7,146290452
Январь 1918	4,379523504	2,63905733	7,194965371
Февраль 1918	4,38688979	2,646174797	7,195214189
Март 1918	4,340162431	2,63905733	7,155604297
Апрель 1918	4,35040696	2,653241965	7,151664192
Май 1918	4,357733942	2,674148649	7,138084489
Июнь 1918	4,414977735	2,687847494	7,181629438
Июль 1918	4,397284637	2,714694744	7,13708909
Август 1918	4,416911037	2,734367509	7,137042724
Сентябрь 1918	4,438879446	2,753660712	7,13971793
Октябрь 1918	4,448633328	2,772588722	7,130543802
Ноябрь 1918	4,396052806	2,791165108	7,059386895
Декабрь 1918	4,409155302	2,803360381	7,060294118
Январь 1919	4,389622711	2,803360381	7,040761527
Февраль 1919	4,44041346	2,785011242	7,109901415
Март 1919	4,486949555	2,797281335	7,144167416
Апрель 1919	4,531308337	2,815408719	7,170398814
Май 1919	4,658710953	2,827313622	7,285896527
Июнь 1919	4,672641901	2,827313622	7,299827476
Июль 1919	4,674323045	2,856470206	7,272352035
Август 1919	4,651576559	2,87356464	7,232511116
Сентябрь 1919	4,713306845	2,879198457	7,288607584
Октябрь 1919	4,778450998	2,895911938	7,337038256
Ноябрь 1919	4,64053733	2,917770732	7,177265794
Декабрь 1919	4,67497606	2,939161922	7,190313335
Январь 1920	4,64265863	2,960105096	7,137052731
Февраль 1920	4,514260311	2,970414466	6,998345042
Март 1920	4,632882625	2,980618636	7,106763185
Апрель 1920	4,538389152	3,010620886	6,982267463
Май 1920	4,522440538	3,025291076	6,951648659
Июнь 1920	4,50821866	3,039749159	6,922968697
Июль 1920	4,464182493	3,034952987	6,883728702
Август 1920	4,456206033	3,010620886	6,900084343
Сентябрь 1920	4,418238017	2,995732274	6,87700494
Октябрь 1920	4,442062848	2,990719732	6,905842313
Ноябрь 1920	4,331259518	2,985681938	6,800076776
Декабрь 1920	4,275971433	2,965273066	6,765197564
Январь 1921	4,332442405	2,944438979	6,842502623
Февраль 1921	4,317221411	2,912350665	6,859369943
Март 1921	4,327570449	2,90690106	6,875168586
Апрель 1921	4,367420482	2,895911938	6,92600774
Май 1921	4,296468746	2,87356464	6,877403303
Июнь 1921	4,226103552	2,867898902	6,812703846
Июль 1921	4,232075458	2,87356464	6,813010015
Август 1921	4,206333064	2,87356464	6,787267621
Сентябрь 1921	4,263806003	2,862200881	6,856104319
Октябрь 1921	4,293332024	2,862200881	6,885630339
Ноябрь 1921	4,347693956	2,856470206	6,945722946
Декабрь 1921	4,395682961	2,850706502	6,999475656
Январь 1922	4,398146017	2,827313622	7,025331591
Февраль 1922	4,44804843	2,827313622	7,075234005
Март 1922	4,48919801	2,815408719	7,128288487
Апрель 1922	4,529799879	2,815408719	7,168890356
Май 1922	4,560486578	2,815408719	7,199577055
Июнь 1922	4,531846522	2,815408719	7,170936999
Июль 1922	4,57522631	2,821378886	7,20834662
Август 1922	4,612939923	2,809402695	7,258036424
Сентябрь 1922	4,567468319	2,809402695	7,21256482
Октябрь 1922	4,565493369	2,815408719	7,204583846
Ноябрь 1922	4,550185878	2,821378886	7,183306188
Декабрь 1922	4,592388852	2,827313622	7,219574426
Январь 1923	4,579134171	2,821378886	7,212254482
Февраль 1923	4,643428898	2,821378886	7,276549208
Март 1923	4,632298853	2,821378886	7,265419163
Апрель 1923	4,588837531	2,827313622	7,216023106
Май 1923	4,580160023	2,827313622	7,207345598
Июнь 1923	4,475630815	2,833213344	7,096916667
Июль 1923	4,4648731	2,844909384	7,074462913
Август 1923	4,537533537	2,839078464	7,15295427
Сентябрь 1923	4,476086033	2,844909384	7,085675845
Октябрь 1923	4,483341478	2,850706502	7,087134173
Ноябрь 1923	4,525477417	2,850706502	7,129270112
Декабрь 1923	4,55933565	2,850706502	7,163128345
Январь 1924	4,611748501	2,850706502	7,215541196
Февраль 1924	4,576976452	2,844909384	7,186566264
Март 1924	4,532707014	2,839078464	7,148127747
Апрель 1924	4,506785284	2,833213344	7,128071136
Май 1924	4,498697941	2,833213344	7,119983794
Июнь 1924	4,56819495	2,833213344	7,189480802
Июль 1924	4,626344421	2,839078464	7,241765154
Август 1924	4,655483	2,833213344	7,276768852
Сентябрь 1924	4,636281181	2,839078464	7,251701914
Октябрь 1924	4,644967656	2,844909384	7,254557469
Ноябрь 1924	4,712947778	2,844909384	7,322537591
Декабрь 1924	4,791732737	2,850706502	7,395525432
Январь 1925	4,813971376	2,850706502	7,417764071
Февраль 1925	4,809823848	2,844909384	7,419413661
Март 1925	4,760034897	2,850706502	7,363827592
Апрель 1925	4,787575073	2,844909384	7,397164885
Май 1925	4,867149761	2,850706502	7,470942456
Июнь 1925	4,875273656	2,862200881	7,467571972
Июль 1925	4,896420883	2,87356464	7,47735544
Август 1925	4,950035672	2,87356464	7,530970229
Сентябрь 1925	4,966056251	2,87356464	7,546990808
Октябрь 1925	5,053183797	2,87356464	7,634118354
Ноябрь 1925	5,017809498	2,890371758	7,581936936
Декабрь 1925	5,054077852	2,884800713	7,623776336
Январь 1926	5,059044433	2,884800713	7,628742917
Февраль 1926	5,039870419	2,884800713	7,609568903
Март 1926	4,944922751	2,879198457	7,52022349
Апрель 1926	4,96779738	2,884800713	7,537495864
Май 1926	4,965847111	2,879198457	7,54114785
Июнь 1926	5,030699325	2,87356464	7,611633882
Июль 1926	5,078107009	2,862200881	7,670405325
Август 1926	5,090739538	2,856470206	7,688768529
Сентябрь 1926	5,063796842	2,862200881	7,656095158
Октябрь 1926	5,013165424	2,867898902	7,599765718
Ноябрь 1926	5,053375448	2,87356464	7,634310005
Декабрь 1926	5,05751888	2,87356464	7,638453437
Январь 1927	5,052480765	2,862200881	7,64477908
Февраль 1927	5,087349391	2,856470206	7,685378381
Март 1927	5,07567369	2,850706502	7,679466385
Апрель 1927	5,101146097	2,850706502	7,704938791
Май 1927	5,153060354	2,856470206	7,751089344
Июнь 1927	5,113372372	2,867898902	7,699972666
Июль 1927	5,207352731	2,850706502	7,811145426
Август 1927	5,245918198	2,844909384	7,85550801
Сентябрь 1927	5,286194177	2,850706502	7,889986872
Октябрь 1927	5,202522069	2,856470206	7,800551059
Ноябрь 1927	5,289327075	2,850706502	7,89311977
Декабрь 1927	5,310245937	2,850706502	7,914038632
Январь 1928	5,291242398	2,850706502	7,895035093
Февраль 1928	5,271870717	2,839078464	7,88729145
Март 1928	5,36293401	2,839078464	7,978354743
Апрель 1928	5,354839467	2,839078464	7,9702602
Май 1928	5,392763537	2,844909384	8,002353349
Июнь 1928	5,349723155	2,839078464	7,965143888
Июль 1928	5,375278408	2,839078464	7,990699141
Август 1928	5,482345799	2,839078464	8,097766532
Сентябрь 1928	5,478261099	2,850706502	8,082053794
Октябрь 1928	5,530063807	2,844909384	8,139653619
Ноябрь 1928	5,681468697	2,844909384	8,29105851
Декабрь 1928	5,703782475	2,839078464	8,319203208
Январь 1929	5,760509314	2,839078464	8,375930047
Февраль 1929	5,760194314	2,839078464	8,375615047
Март 1929	5,732855722	2,833213344	8,354141575
Апрель 1929	5,766099781	2,827313622	8,393285355
Май 1929	5,695111658	2,833213344	8,316397511
Июнь 1929	5,810512053	2,839078464	8,425932786
Июль 1929	5,851340039	2,850706502	8,455132734
Август 1929	5,941039297	2,850706502	8,544831992
Сентябрь 1929	5,839041541	2,850706502	8,442834236
Октябрь 1929	5,611338184	2,850706502	8,215130879
Ноябрь 1929	5,476254325	2,850706502	8,08004702
Декабрь 1929	5,515362359	2,844909384	8,124952172
Январь 1930	5,587772866	2,839078464	8,203193599
Февраль 1930	5,602524643	2,833213344	8,223810495
Март 1930	5,6563414	2,827313622	8,283526975
Апрель 1930	5,632035815	2,833213344	8,253321667
Май 1930	5,617025611	2,827313622	8,244211185
Июнь 1930	5,422038294	2,821378886	8,055158604
Июль 1930	5,455278379	2,809402695	8,100374881
Август 1930	5,482387394	2,803360381	8,133526209
Сентябрь 1930	5,322522055	2,809402695	7,967618556
Октябрь 1930	5,211396895	2,803360381	7,86253571
Ноябрь 1930	5,211615033	2,797281335	7,868832894
Декабрь 1930	5,103396774	2,778819272	7,779076699
Январь 1931	5,121281814	2,766319109	7,809461901
Февраль 1931	5,245232995	2,753660712	7,94607148
Март 1931	5,149585313	2,747270914	7,856813595
Апрель 1931	5,018537324	2,740840024	7,732196497
Май 1931	4,855617572	2,727852828	7,58226394
Июнь 1931	5,011834575	2,714694744	7,751639027
Июль 1931	4,908159503	2,714694744	7,647963955
Август 1931	4,937419232	2,714694744	7,677223684
Сентябрь 1931	4,570682256	2,708050201	7,317131251
Октябрь 1931	4,658047226	2,701361213	7,411185209
Ноябрь 1931	4,541910846	2,687847494	7,308562549
Декабрь 1931	4,355425953	2,681021529	7,128903621
Январь 1932	4,33323022	2,660259537	7,12746988
Февраль 1932	4,399866553	2,646174797	7,208190952
Март 1932	4,29428772	2,63905733	7,109729587
Апрель 1932	4,02731405	2,63188884	6,849924406
Май 1932	3,800867956	2,617395833	6,63797132
Июнь 1932	3,757472246	2,610069793	6,601901649
Июль 1932	3,993787307	2,610069793	6,838216711
Август 1932	4,292648824	2,602689685	7,144458335
Сентябрь 1932	4,270536259	2,595254707	7,129780748
Октябрь 1932	4,12552018	2,587764035	6,992255341
Ноябрь 1932	4,03158224	2,58021683	6,905864607
Декабрь 1932	4,093177214	2,57261223	6,975064181
Январь 1933	4,109233175	2,557227311	7,00650506
Февраль 1933	3,939443601	2,541601993	6,852340804
Март 1933	4,014579594	2,533696814	6,935381976
Апрель 1933	4,352340324	2,533696814	7,273142707
Май 1933	4,478586034	2,533696814	7,399388416
Июнь 1933	4,586395031	2,541601993	7,499292234
Июль 1933	4,508328835	2,57261223	7,390215801
Август 1933	4,628984364	2,58021683	7,503266731
Сентябрь 1933	4,551980357	2,58021683	7,426262724
Октябрь 1933	4,479153345	2,58021683	7,353435712
Ноябрь 1933	4,586395031	2,58021683	7,460677398
Декабрь 1933	4,604169686	2,58021683	7,478452053
Январь 1934	4,674882798	2,58021683	7,549165165
Февраль 1934	4,639185065	2,587764035	7,505920226
Март 1934	4,623501143	2,587764035	7,490236304
Апрель 1934	4,61005822	2,587764035	7,476793381
Май 1934	4,543294782	2,587764035	7,410029944
Июнь 1934	4,561427263	2,595254707	7,420671753
Июль 1934	4,477904835	2,595254707	7,337149324
Август 1934	4,531092983	2,595254707	7,390337472
Сентябрь 1934	4,528613063	2,610069793	7,373042467
Октябрь 1934	4,536462988	2,602689685	7,388272499
Ноябрь 1934	4,634146294	2,602689685	7,485955805
Декабрь 1934	4,644775441	2,595254707	7,50401993
Январь 1935	4,62192897	2,610069793	7,466358374
Февраль 1935	4,628691381	2,617395833	7,465794745
Март 1935	4,613237557	2,617395833	7,450340921
Апрель 1935	4,695467824	2,624668592	7,525298428
Май 1935	4,706372066	2,624668592	7,536202671
Июнь 1935	4,772462704	2,617395833	7,609566067
Июль 1935	4,83810564	2,617395833	7,675209003
Август 1935	4,851170519	2,617395833	7,688273883
Сентябрь 1935	4,882195678	2,617395833	7,719299042
Октябрь 1935	4,939783553	2,617395833	7,776886917
Ноябрь 1935	4,958288814	2,624668592	7,788119418
Декабрь 1935	4,97071567	2,624668592	7,800546274
Январь 1936	5,007229501	2,624668592	7,837060105
Февраль 1936	5,024866876	2,624668592	7,854697481
Март 1936	5,052033123	2,617395833	7,889136486
Апрель 1936	4,981343789	2,617395833	7,818447153
Май 1936	5,028082208	2,617395833	7,865185571
Июнь 1936	5,06063108	2,624668592	7,890461685
Июль 1936	5,105096629	2,63188884	7,927706985
Август 1936	5,113733252	2,63905733	7,929175119
Сентябрь 1936	5,122891976	2,63905733	7,938333843
Октябрь 1936	5,177222603	2,63905733	7,99266447
